customer_id,service_id,usage_month,data_used_gb,minutes_used,texts_sent,overage_charges,peak_speed_mbps,uptime_percentage,hours_watched,channels_watched,ppv_purchases
CUST_000002,SVC_00000006,2024-09,13.8,1276.0,1433.0,0.0,,,,,
CUST_000002,SVC_00000007,2025-07,176.09,,,,760.5709497015869,99.46804207521572,,,
CUST_000002,SVC_00000007,2025-07,645.84,,,,860.2234375480339,97.92419708187944,,,
CUST_000002,SVC_00000007,2025-06,897.04,,,,826.3948833446882,101.11308610699852,,,
CUST_000002,SVC_00000007,2025-05,369.66,,,,853.2505908780979,100.45920275677761,,,
CUST_000002,SVC_00000007,2025-04,643.64,,,,905.6462568547687,100.50829550010947,,,
CUST_000002,SVC_00000007,2025-03,336.98,,,,742.7511132648134,99.6989112654863,,,
CUST_000002,SVC_00000007,2025-02,586.63,,,,777.650157129347,100.79775794857159,,,
CUST_000002,SVC_00000007,2025-01,690.52,,,,708.2970713018487,97.94461894430559,,,
CUST_000002,SVC_00000007,2024-12,371.92,,,,830.6781906922378,98.41314947934943,,,
CUST_000002,SVC_00000007,2024-11,670.44,,,,842.32244548323,99.25917057236111,,,
CUST_000002,SVC_00000007,2024-10,112.82,,,,668.3515765154136,99.6215138754227,,,
CUST_000002,SVC_00000007,2024-09,0.0,,,,901.1736145903108,98.96276923344152,,,
CUST_000003,SVC_00000008,2025-07,40.94,1723.0,1354.0,159.4474375675786,,,,,
CUST_000003,SVC_00000008,2025-07,14.15,1198.0,2862.0,0.0,,,,,
CUST_000003,SVC_00000008,2025-06,1.9,85.0,1002.0,0.0,,,,,
CUST_000003,SVC_00000008,2025-05,19.66,998.0,2355.0,0.0,,,,,
CUST_000003,SVC_00000008,2025-04,5.4,0.0,2186.0,0.0,,,,,
CUST_000003,SVC_00000008,2025-03,8.37,0.0,1616.0,0.0,,,,,
CUST_000003,SVC_00000008,2025-02,21.35,751.0,1133.0,0.0,,,,,
CUST_000003,SVC_00000008,2025-01,13.73,651.0,421.0,0.0,,,,,
CUST_000003,SVC_00000008,2024-12,9.28,1008.0,1757.0,0.0,,,,,
CUST_000003,SVC_00000008,2024-11,16.34,401.0,1354.0,0.0,,,,,
CUST_000003,SVC_00000008,2024-10,0.0,871.0,2643.0,0.0,,,,,
CUST_000003,SVC_00000008,2024-09,3.21,565.0,1763.0,0.0,,,,,
CUST_000004,SVC_00000009,2025-07,25.02,620.0,946.0,0.22741075419872914,,,,,
CUST_000004,SVC_00000009,2025-07,0.0,841.0,3133.0,0.0,,,,,
CUST_000004,SVC_00000009,2025-06,17.22,791.0,1757.0,0.0,,,,,
CUST_000004,SVC_00000009,2025-05,14.91,474.0,2158.0,0.0,,,,,
CUST_000004,SVC_00000009,2025-04,16.81,807.0,719.0,0.0,,,,,
CUST_000004,SVC_00000009,2025-03,25.43,1065.0,1057.0,4.280634554780747,,,,,
CUST_000004,SVC_00000009,2025-02,23.01,600.0,874.0,0.0,,,,,
CUST_000004,SVC_00000009,2025-01,8.92,91.0,1877.0,0.0,,,,,
CUST_000004,SVC_00000009,2024-12,0.35,308.0,0.0,0.0,,,,,
CUST_000004,SVC_00000009,2024-11,14.31,739.0,1238.0,0.0,,,,,
CUST_000004,SVC_00000009,2024-10,6.66,331.0,1871.0,0.0,,,,,
CUST_000004,SVC_00000009,2024-09,10.6,926.0,791.0,0.0,,,,,
CUST_000005,SVC_00000010,2025-07,16.45,1321.0,1968.0,0.0,,,,,
CUST_000005,SVC_00000010,2025-07,11.7,902.0,1307.0,0.0,,,,,
CUST_000005,SVC_00000010,2025-06,15.06,669.0,1368.0,0.0,,,,,
CUST_000005,SVC_00000010,2025-05,16.7,402.0,687.0,0.0,,,,,
CUST_000005,SVC_00000010,2025-04,3.89,159.0,526.0,0.0,,,,,
CUST_000005,SVC_00000010,2025-03,16.28,442.0,1910.0,0.0,,,,,
CUST_000005,SVC_00000010,2025-02,15.28,12.0,2023.0,0.0,,,,,
CUST_000005,SVC_00000010,2025-01,21.49,402.0,1836.0,0.0,,,,,
CUST_000005,SVC_00000010,2024-12,8.15,839.0,488.0,0.0,,,,,
CUST_000005,SVC_00000010,2024-11,0.66,646.0,1401.0,0.0,,,,,
CUST_000005,SVC_00000010,2024-10,11.82,326.0,1180.0,0.0,,,,,
CUST_000005,SVC_00000010,2024-09,17.15,782.0,1646.0,0.0,,,,,
CUST_000006,SVC_00000012,2025-07,265.98,,,,917.0800742924688,97.43573999516784,,,
CUST_000006,SVC_00000012,2025-07,497.51,,,,918.0972903850665,99.92136213912335,,,
CUST_000006,SVC_00000012,2025-06,359.5,,,,747.0955783041687,100.75413147656938,,,
CUST_000006,SVC_00000012,2025-05,115.41,,,,702.9172752046395,98.60366335176242,,,
CUST_000006,SVC_00000012,2025-04,647.53,,,,837.8929659277293,97.74793136223464,,,
CUST_000006,SVC_00000012,2025-03,337.94,,,,738.4938288218115,98.1353165116497,,,
CUST_000006,SVC_00000012,2025-02,595.78,,,,662.7594045049422,101.61317128360156,,,
CUST_000006,SVC_00000012,2025-01,565.65,,,,908.9952584436638,98.50559073196212,,,
CUST_000006,SVC_00000012,2024-12,370.01,,,,656.6191500656739,98.4130063893998,,,
CUST_000006,SVC_00000012,2024-11,498.73,,,,929.5133455475218,97.53926477479632,,,
CUST_000006,SVC_00000012,2024-10,326.9,,,,784.79159096895,97.10631619671128,,,
CUST_000006,SVC_00000012,2024-09,518.27,,,,727.5282067290566,98.90691447323447,,,
CUST_000007,SVC_00000013,2025-07,11.38,484.0,1494.0,0.0,,,,,
CUST_000007,SVC_00000013,2025-07,13.28,651.0,917.0,0.0,,,,,
CUST_000007,SVC_00000013,2025-06,17.56,1461.0,1611.0,0.0,,,,,
CUST_000007,SVC_00000013,2025-05,22.97,243.0,1626.0,0.0,,,,,
CUST_000007,SVC_00000013,2025-04,6.22,209.0,908.0,0.0,,,,,
CUST_000007,SVC_00000013,2025-03,24.54,1180.0,1694.0,0.0,,,,,
CUST_000007,SVC_00000013,2025-02,2.74,721.0,1741.0,0.0,,,,,
CUST_000007,SVC_00000013,2025-01,16.4,62.0,787.0,0.0,,,,,
CUST_000007,SVC_00000013,2024-12,14.49,1014.0,0.0,0.0,,,,,
CUST_000007,SVC_00000013,2024-11,13.7,857.0,2179.0,0.0,,,,,
CUST_000007,SVC_00000013,2024-10,20.54,1033.0,860.0,0.0,,,,,
CUST_000007,SVC_00000013,2024-09,0.0,642.0,2301.0,0.0,,,,,
CUST_000007,SVC_00000014,2025-07,678.69,,,,870.9678047387556,99.84401123420261,,,
CUST_000007,SVC_00000014,2025-07,475.93,,,,744.3136865113895,99.00490955966957,,,
CUST_000007,SVC_00000014,2025-06,733.81,,,,705.6736250008703,101.62216818606478,,,
CUST_000007,SVC_00000014,2025-05,335.59,,,,932.4499565884169,97.0897774857537,,,
CUST_000007,SVC_00000014,2025-04,517.18,,,,726.2503541065973,97.07709921211372,,,
CUST_000007,SVC_00000014,2025-03,443.71,,,,900.857084141711,97.93258784210975,,,
CUST_000007,SVC_00000014,2025-02,100.2,,,,790.7364420141478,99.06884700683423,,,
CUST_000007,SVC_00000014,2025-01,509.66,,,,894.8699611907352,99.11087722809125,,,
CUST_000007,SVC_00000014,2024-12,771.1,,,,822.3412321060839,98.68036024098966,,,
CUST_000007,SVC_00000014,2024-11,77.69,,,,773.6566745635864,98.6954195818833,,,
CUST_000007,SVC_00000014,2024-10,592.06,,,,846.1637375704447,97.43094631755108,,,
CUST_000007,SVC_00000014,2024-09,434.45,,,,867.0664018611881,101.49204703908175,,,
CUST_000007,SVC_00000015,2025-07,22.1,1104.0,1548.0,0.0,,,,,
CUST_000007,SVC_00000015,2025-07,18.11,1299.0,433.0,0.0,,,,,
CUST_000007,SVC_00000015,2025-06,12.2,490.0,1803.0,0.0,,,,,
CUST_000007,SVC_00000015,2025-05,24.84,561.0,0.0,0.0,,,,,
CUST_000007,SVC_00000015,2025-04,11.7,1165.0,1930.0,0.0,,,,,
CUST_000007,SVC_00000015,2025-03,18.43,688.0,476.0,0.0,,,,,
CUST_000007,SVC_00000015,2025-02,19.12,466.0,3247.0,0.0,,,,,
CUST_000007,SVC_00000015,2025-01,19.56,567.0,1010.0,0.0,,,,,
CUST_000007,SVC_00000015,2024-12,14.26,704.0,2393.0,0.0,,,,,
CUST_000007,SVC_00000015,2024-11,16.49,507.0,3012.0,0.0,,,,,
CUST_000007,SVC_00000015,2024-10,15.39,1107.0,1013.0,0.0,,,,,
CUST_000007,SVC_00000015,2024-09,17.9,924.0,0.0,0.0,,,,,
CUST_000007,SVC_00000016,2025-07,803.06,,,,650.252205819969,98.60420702578102,,,
CUST_000007,SVC_00000016,2025-07,179.55,,,,584.2458373501106,99.3300465491216,,,
CUST_000007,SVC_00000016,2025-06,471.13,,,,573.3285019596243,99.95936148395889,,,
CUST_000007,SVC_00000016,2025-05,689.46,,,,599.6815433269539,97.62551675163509,,,
CUST_000007,SVC_00000016,2025-04,672.51,,,,674.7466132985453,103.92808510176813,,,
CUST_000007,SVC_00000016,2025-03,175.3,,,,576.9193121003877,96.07685194521652,,,
CUST_000007,SVC_00000016,2025-02,510.63,,,,521.5514611313076,102.08516869223743,,,
CUST_000007,SVC_00000016,2025-01,245.08,,,,441.69407917267137,98.49310438894622,,,
CUST_000007,SVC_00000016,2024-12,4.9,,,,612.4894508209666,96.10237543061552,,,
CUST_000007,SVC_00000016,2024-11,405.69,,,,414.49395072826474,98.71955329319503,,,
CUST_000007,SVC_00000016,2024-10,728.68,,,,585.1617459215912,97.90475959255261,,,
CUST_000007,SVC_00000016,2024-09,393.76,,,,561.1810008743907,99.90894551876511,,,
CUST_000008,SVC_00000018,2025-07,126.63,,,,429.5424380196281,95.14341255259583,,,
CUST_000008,SVC_00000018,2025-07,274.02,,,,375.51119061584734,100.14999023910686,,,
CUST_000008,SVC_00000018,2025-06,404.53,,,,329.65590293772425,97.72251031127448,,,
CUST_000008,SVC_00000018,2025-05,439.74,,,,395.9674235801908,98.33131383554638,,,
CUST_000008,SVC_00000018,2025-04,303.83,,,,434.7214381779929,98.42346114069618,,,
CUST_000008,SVC_00000018,2025-03,382.38,,,,508.39513003814636,97.06447604467412,,,
CUST_000008,SVC_00000018,2025-02,29.63,,,,439.0916473432824,98.18203540805885,,,
CUST_000008,SVC_00000018,2025-01,336.35,,,,360.8699926572257,98.81029978884874,,,
CUST_000008,SVC_00000018,2024-12,719.71,,,,440.0184016463198,100.49333526783047,,,
CUST_000008,SVC_00000018,2024-11,116.75,,,,342.37382470972216,95.0,,,
CUST_000008,SVC_00000018,2024-10,238.12,,,,447.74559228741913,99.97541977362256,,,
CUST_000008,SVC_00000018,2024-09,355.7,,,,398.80520881693457,98.1666716861369,,,
CUST_000008,SVC_00000019,2025-07,16.64,1106.0,207.0,0.0,,,,,
CUST_000008,SVC_00000019,2025-07,17.4,1172.0,1167.0,0.0,,,,,
CUST_000008,SVC_00000019,2025-06,20.61,1925.0,1416.0,0.0,,,,,
CUST_000008,SVC_00000019,2025-05,18.15,504.0,1645.0,0.0,,,,,
CUST_000008,SVC_00000019,2025-04,18.68,877.0,684.0,0.0,,,,,
CUST_000008,SVC_00000019,2025-03,16.65,1384.0,1858.0,0.0,,,,,
CUST_000008,SVC_00000019,2025-02,22.7,705.0,2099.0,0.0,,,,,
CUST_000008,SVC_00000019,2025-01,17.23,419.0,1754.0,0.0,,,,,
CUST_000008,SVC_00000019,2024-12,7.07,546.0,1651.0,0.0,,,,,
CUST_000008,SVC_00000019,2024-11,17.38,324.0,2343.0,0.0,,,,,
CUST_000008,SVC_00000019,2024-10,19.58,518.0,269.0,0.0,,,,,
CUST_000008,SVC_00000019,2024-09,13.84,621.0,1590.0,0.0,,,,,
CUST_000009,SVC_00000020,2025-07,12.1,0.0,1189.0,0.0,,,,,
CUST_000009,SVC_00000020,2025-07,12.56,1053.0,941.0,0.0,,,,,
CUST_000009,SVC_00000020,2025-06,28.43,35.0,2548.0,34.29397386980529,,,,,
CUST_000009,SVC_00000020,2025-05,13.21,1143.0,1563.0,0.0,,,,,
CUST_000009,SVC_00000020,2025-04,24.12,645.0,621.0,0.0,,,,,
CUST_000009,SVC_00000020,2025-03,26.36,754.0,1677.0,13.640342981685052,,,,,
CUST_000009,SVC_00000020,2025-02,24.88,387.0,1976.0,0.0,,,,,
CUST_000009,SVC_00000020,2025-01,10.28,747.0,1557.0,0.0,,,,,
CUST_000009,SVC_00000020,2024-12,3.0,488.0,2580.0,0.0,,,,,
CUST_000009,SVC_00000020,2024-11,22.09,774.0,1694.0,0.0,,,,,
CUST_000009,SVC_00000020,2024-10,12.65,1342.0,1339.0,0.0,,,,,
CUST_000009,SVC_00000020,2024-09,16.85,1258.0,878.0,0.0,,,,,
CUST_000010,SVC_00000022,2025-07,711.76,,,,452.80300593206107,101.64446319666921,,,
CUST_000010,SVC_00000022,2025-07,325.46,,,,542.9335146397085,96.36498474322559,,,
CUST_000010,SVC_00000022,2025-06,309.04,,,,487.1439408934283,98.28853048193979,,,
CUST_000010,SVC_00000022,2025-05,372.54,,,,626.9558350969587,99.51140502710093,,,
CUST_000010,SVC_00000022,2025-04,461.54,,,,483.24459797469905,97.8788688655959,,,
CUST_000010,SVC_00000022,2025-03,759.75,,,,508.4632795769204,101.68431237808595,,,
CUST_000010,SVC_00000022,2025-02,351.39,,,,560.0801326506838,100.80554774034489,,,
CUST_000010,SVC_00000022,2025-01,654.38,,,,552.1642289060667,98.6176354197177,,,
CUST_000010,SVC_00000022,2024-12,388.82,,,,583.5736474009659,100.53695553030464,,,
CUST_000010,SVC_00000022,2024-11,400.85,,,,603.2358519986404,101.65753959840642,,,
CUST_000010,SVC_00000022,2024-10,476.26,,,,581.7325833917745,96.9216337623649,,,
CUST_000010,SVC_00000022,2024-09,0.0,,,,587.1024172888194,99.0577636530787,,,
CUST_000011,SVC_00000023,2025-07,10.88,897.0,1451.0,0.0,,,,,
CUST_000011,SVC_00000023,2025-07,24.02,834.0,902.0,0.0,,,,,
CUST_000011,SVC_00000023,2025-06,22.92,713.0,1921.0,0.0,,,,,
CUST_000011,SVC_00000023,2025-05,11.18,540.0,1567.0,0.0,,,,,
CUST_000011,SVC_00000023,2025-04,15.1,991.0,1285.0,0.0,,,,,
CUST_000011,SVC_00000023,2025-03,0.31,626.0,2135.0,0.0,,,,,
CUST_000011,SVC_00000023,2025-02,12.62,701.0,2289.0,0.0,,,,,
CUST_000011,SVC_00000023,2025-01,9.3,182.0,1371.0,0.0,,,,,
CUST_000011,SVC_00000023,2024-12,11.13,413.0,1359.0,0.0,,,,,
CUST_000011,SVC_00000023,2024-11,18.93,796.0,1745.0,0.0,,,,,
CUST_000011,SVC_00000023,2024-10,29.51,662.0,1722.0,45.072615881233844,,,,,
CUST_000011,SVC_00000023,2024-09,10.93,461.0,1032.0,0.0,,,,,
CUST_000012,SVC_00000024,2025-07,304.25,,,,585.0797110703232,102.72361368005114,,,
CUST_000012,SVC_00000024,2025-07,256.79,,,,530.7603948599738,99.10531548033313,,,
CUST_000012,SVC_00000024,2025-06,479.16,,,,578.3659213287153,101.12614369092218,,,
CUST_000012,SVC_00000024,2025-05,0.0,,,,392.8587783850048,98.45618274198478,,,
CUST_000012,SVC_00000024,2025-04,619.46,,,,450.34029426792426,95.0,,,
CUST_000012,SVC_00000024,2025-03,514.24,,,,576.9735690869529,97.56468738980085,,,
CUST_000012,SVC_00000024,2025-02,202.89,,,,492.0476370627691,99.36580297621092,,,
CUST_000012,SVC_00000024,2025-01,274.74,,,,594.4995336890966,95.0,,,
CUST_000012,SVC_00000024,2024-12,228.63,,,,481.1074832758356,98.81548898244127,,,
CUST_000012,SVC_00000024,2024-11,292.39,,,,615.7610861549048,96.41099484250992,,,
CUST_000012,SVC_00000024,2024-10,409.1,,,,598.9979662605873,101.98497115484294,,,
CUST_000012,SVC_00000024,2024-09,303.65,,,,582.6288577186326,96.49420581115646,,,
CUST_000012,SVC_00000025,2025-07,0.0,1137.0,1495.0,0.0,,,,,
CUST_000012,SVC_00000025,2025-07,24.43,250.0,1915.0,0.0,,,,,
CUST_000012,SVC_00000025,2025-06,29.95,967.0,1721.0,49.50542724350825,,,,,
CUST_000012,SVC_00000025,2025-05,15.07,171.0,2584.0,0.0,,,,,
CUST_000012,SVC_00000025,2025-04,10.11,1001.0,249.0,0.0,,,,,
CUST_000012,SVC_00000025,2025-03,5.56,1374.0,1222.0,0.0,,,,,
CUST_000012,SVC_00000025,2025-02,26.63,768.0,26.0,16.262038083403567,,,,,
CUST_000012,SVC_00000025,2025-01,22.14,564.0,2058.0,0.0,,,,,
CUST_000012,SVC_00000025,2024-12,15.2,182.0,1631.0,0.0,,,,,
CUST_000012,SVC_00000025,2024-11,32.57,997.0,1453.0,75.69785137222397,,,,,
CUST_000012,SVC_00000025,2024-10,23.6,884.0,1667.0,0.0,,,,,
CUST_000012,SVC_00000025,2024-09,6.27,893.0,2328.0,0.0,,,,,
CUST_000013,SVC_00000026,2025-07,232.79,,,,942.3553371664823,99.06244096378231,,,
CUST_000013,SVC_00000026,2025-07,222.45,,,,899.6732313712552,98.7698086463926,,,
CUST_000013,SVC_00000026,2025-06,551.9,,,,770.7470543604688,99.11026078470515,,,
CUST_000013,SVC_00000026,2025-05,498.71,,,,829.0067967884247,96.2067023293224,,,
CUST_000013,SVC_00000026,2025-04,175.75,,,,892.8517043792338,99.00179511664768,,,
CUST_000013,SVC_00000026,2025-03,295.25,,,,664.0761842144052,97.58039551808623,,,
CUST_000013,SVC_00000026,2025-02,0.0,,,,789.7929409370338,98.30234362912843,,,
CUST_000013,SVC_00000026,2025-01,206.68,,,,793.1083387174565,99.74595594627911,,,
CUST_000013,SVC_00000026,2024-12,818.64,,,,648.7467768778743,100.93907156495078,,,
CUST_000013,SVC_00000026,2024-11,594.62,,,,722.0185169897236,99.50485393187905,,,
CUST_000013,SVC_00000026,2024-10,308.47,,,,818.4870011560697,101.46369652010682,,,
CUST_000013,SVC_00000026,2024-09,521.12,,,,850.775751239612,98.55453602006804,,,
CUST_000014,SVC_00000027,2025-07,103.19,,,,1012.8212173118526,101.00991223229587,,,
CUST_000014,SVC_00000027,2025-07,94.57,,,,902.7689330307117,99.38940160435111,,,
CUST_000014,SVC_00000027,2025-06,203.07,,,,936.8998771094936,98.56460212740774,,,
CUST_000014,SVC_00000027,2025-05,126.88,,,,913.2939012103344,100.25514187518097,,,
CUST_000014,SVC_00000027,2025-04,138.53,,,,832.2126012370161,98.25496253069916,,,
CUST_000014,SVC_00000027,2025-03,546.39,,,,1014.3221341784845,98.50312838282657,,,
CUST_000014,SVC_00000027,2025-02,408.87,,,,812.995490802574,99.94205848066255,,,
CUST_000014,SVC_00000027,2025-01,476.69,,,,986.7139914522975,100.70888676769462,,,
CUST_000014,SVC_00000027,2024-12,174.5,,,,1186.5368900330316,99.43174049839288,,,
CUST_000014,SVC_00000027,2024-11,332.69,,,,1037.3366261384733,99.03910285128359,,,
CUST_000014,SVC_00000027,2024-10,644.06,,,,899.962480220043,98.0562211412801,,,
CUST_000014,SVC_00000027,2024-09,607.26,,,,962.5064137754503,100.55079961599739,,,
CUST_000015,SVC_00000028,2025-07,28.6,639.0,2045.0,35.95487864069675,,,,,
CUST_000015,SVC_00000028,2025-07,5.77,1101.0,1659.0,0.0,,,,,
CUST_000015,SVC_00000028,2025-06,18.78,541.0,171.0,0.0,,,,,
CUST_000015,SVC_00000028,2025-05,19.03,0.0,1246.0,0.0,,,,,
CUST_000015,SVC_00000028,2025-04,22.53,876.0,3058.0,0.0,,,,,
CUST_000015,SVC_00000028,2025-03,23.2,538.0,1521.0,0.0,,,,,
CUST_000015,SVC_00000028,2025-02,14.62,167.0,747.0,0.0,,,,,
CUST_000015,SVC_00000028,2025-01,10.51,0.0,1537.0,0.0,,,,,
CUST_000015,SVC_00000028,2024-12,13.01,130.0,1823.0,0.0,,,,,
CUST_000015,SVC_00000028,2024-11,20.73,890.0,1240.0,0.0,,,,,
CUST_000015,SVC_00000028,2024-10,19.73,1072.0,1745.0,0.0,,,,,
CUST_000015,SVC_00000028,2024-09,8.4,910.0,2456.0,0.0,,,,,
CUST_000015,SVC_00000029,2025-07,280.67,,,,1009.6929545198518,98.41155359902193,,,
CUST_000015,SVC_00000029,2025-07,406.48,,,,732.6781652553266,99.5349062538804,,,
CUST_000015,SVC_00000029,2025-06,51.56,,,,745.3212805363161,97.56181819947716,,,
CUST_000015,SVC_00000029,2025-05,427.07,,,,899.3547930771356,100.16900928067183,,,
CUST_000015,SVC_00000029,2025-04,0.0,,,,1004.1065445962588,99.64291991093131,,,
CUST_000015,SVC_00000029,2025-03,244.7,,,,815.6312206199041,99.46428473375404,,,
CUST_000015,SVC_00000029,2025-02,266.63,,,,819.709687567534,98.28879156856954,,,
CUST_000015,SVC_00000029,2025-01,319.13,,,,731.298949215849,97.05099306539053,,,
CUST_000015,SVC_00000029,2024-12,429.17,,,,858.4440906572686,99.97232539411456,,,
CUST_000015,SVC_00000029,2024-11,563.99,,,,832.3507775993868,98.40091175267465,,,
CUST_000015,SVC_00000029,2024-10,567.93,,,,664.181821191205,97.84899292623128,,,
CUST_000015,SVC_00000029,2024-09,207.16,,,,907.9148053533396,100.61418277121011,,,
CUST_000016,SVC_00000030,2025-07,18.9,1228.0,796.0,0.0,,,,,
CUST_000016,SVC_00000030,2025-07,17.79,749.0,2177.0,0.0,,,,,
CUST_000016,SVC_00000030,2025-06,14.08,646.0,1932.0,0.0,,,,,
CUST_000016,SVC_00000030,2025-05,22.01,532.0,1451.0,0.0,,,,,
CUST_000016,SVC_00000030,2025-04,6.53,0.0,1660.0,0.0,,,,,
