customer_id,service_id,plan_id,plan_name,service_type,monthly_fee,service_start_date,service_status,auto_pay,contract_length,early_termination_fee
CUST_000015,SVC_00000029,PLAN_006,Home Internet Gigabit,Internet,99.99,2025-03-01,Active,False,12,0.0
CUST_000016,SVC_00000030,PLAN_002,Premium Mobile,Mobile,55.99,2024-11-19,Active,False,24,44.75889078337203
CUST_000016,SVC_00000031,PLAN_010,Business Internet,Internet,129.99,2025-04-27,Suspended,False,24,0.0
CUST_000017,SVC_00000032,PLAN_010,Business Internet,Internet,129.99,2025-02-24,Active,False,24,0.0
CUST_000017,SVC_00000033,PLAN_006,Home Internet Gigabit,Internet,99.99,2023-03-26,Active,True,24,0.0
CUST_000018,SVC_00000034,PLAN_006,Home Internet Gigabit,Internet,99.99,2025-05-13,Active,False,0,0.0
CUST_000018,SVC_00000035,PLAN_005,Home Internet Pro,Internet,69.99,2024-11-24,Active,False,0,0.0
CUST_000018,SVC_00000036,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-11-23,Active,True,24,0.0
CUST_000019,SVC_00000037,PLAN_010,Business Internet,Internet,129.99,2023-05-24,Active,True,0,96.47493121596642
CUST_000019,SVC_00000038,PLAN_002,Premium Mobile,Mobile,55.99,2023-03-03,Active,True,0,0.0
CUST_000020,SVC_00000039,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-12-03,Active,False,0,0.0
CUST_000020,SVC_00000040,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-12-19,Active,True,0,0.0
CUST_000020,SVC_00000041,PLAN_008,Premium TV,TV,79.99,2024-12-02,Active,False,12,0.0
CUST_000021,SVC_00000042,PLAN_006,Home Internet Gigabit,Internet,99.99,2022-12-29,Active,False,12,0.0
CUST_000021,SVC_00000043,PLAN_009,Business Mobile,Mobile,45.99,2024-08-14,Active,True,0,0.0
CUST_000022,SVC_00000044,PLAN_005,Home Internet Pro,Internet,69.99,2025-07-08,Active,False,0,0.0
CUST_000022,SVC_00000045,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-05-16,Active,True,0,0.0
CUST_000022,SVC_00000046,PLAN_001,Basic Mobile,Mobile,35.99,2025-07-10,Active,True,12,0.0
CUST_000023,SVC_00000047,PLAN_002,Premium Mobile,Mobile,55.99,2022-07-21,Active,False,12,175.48507052153008
CUST_000023,SVC_00000048,PLAN_009,Business Mobile,Mobile,45.99,2024-11-30,Active,False,24,0.0
CUST_000024,SVC_00000049,PLAN_009,Business Mobile,Mobile,45.99,2025-06-13,Cancelled,True,0,0.0
CUST_000024,SVC_00000050,PLAN_001,Basic Mobile,Mobile,35.99,2025-06-05,Active,True,24,180.21513901484775
CUST_000024,SVC_00000051,PLAN_005,Home Internet Pro,Internet,69.99,2025-05-26,Cancelled,True,0,0.0
CUST_000024,SVC_00000052,PLAN_002,Premium Mobile,Mobile,55.99,2025-06-11,Cancelled,True,24,0.0
CUST_000025,SVC_00000053,PLAN_010,Business Internet,Internet,129.99,2025-02-08,Active,False,0,0.0
CUST_000026,SVC_00000054,PLAN_002,Premium Mobile,Mobile,55.99,2025-05-04,Active,True,0,27.813773137669017
CUST_000026,SVC_00000055,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-03-12,Active,False,24,199.49120860209416
CUST_000027,SVC_00000056,PLAN_003,Ultimate Mobile,Mobile,85.99,2021-12-17,Active,True,0,144.2678464723955
CUST_000027,SVC_00000057,PLAN_005,Home Internet Pro,Internet,69.99,2025-04-06,Active,False,12,128.448579916271
CUST_000028,SVC_00000058,PLAN_008,Premium TV,TV,79.99,2023-05-21,Active,False,0,101.88298288602333
CUST_000028,SVC_00000059,PLAN_006,Home Internet Gigabit,Internet,99.99,2025-05-01,Active,False,24,0.0
CUST_000029,SVC_00000060,PLAN_008,Premium TV,TV,79.99,2024-07-08,Active,False,0,100.34576098509199
CUST_000030,SVC_00000061,PLAN_005,Home Internet Pro,Internet,69.99,2025-02-27,Active,False,12,0.0
CUST_000030,SVC_00000062,PLAN_008,Premium TV,TV,79.99,2022-07-05,Active,False,12,0.0
CUST_000031,SVC_00000063,PLAN_007,Basic TV,TV,39.99,2024-10-22,Active,False,24,0.0
CUST_000031,SVC_00000064,PLAN_005,Home Internet Pro,Internet,69.99,2022-04-01,Active,True,12,0.0
CUST_000031,SVC_00000065,PLAN_008,Premium TV,TV,79.99,2024-05-05,Active,True,0,0.0
CUST_000031,SVC_00000066,PLAN_001,Basic Mobile,Mobile,35.99,2024-01-14,Active,False,0,68.70923420046755
CUST_000032,SVC_00000067,PLAN_008,Premium TV,TV,79.99,2021-02-05,Active,False,0,0.0
CUST_000032,SVC_00000068,PLAN_009,Business Mobile,Mobile,45.99,2024-11-05,Active,False,24,139.01023257205563
CUST_000032,SVC_00000069,PLAN_006,Home Internet Gigabit,Internet,99.99,2025-07-24,Active,False,0,0.0
CUST_000033,SVC_00000070,PLAN_008,Premium TV,TV,79.99,2025-01-06,Active,True,0,198.07296587788045
CUST_000034,SVC_00000071,PLAN_002,Premium Mobile,Mobile,55.99,2024-10-10,Active,False,24,101.11922186145522
CUST_000034,SVC_00000072,PLAN_001,Basic Mobile,Mobile,35.99,2023-12-17,Suspended,False,24,56.19438629629776
CUST_000034,SVC_00000073,PLAN_005,Home Internet Pro,Internet,69.99,2024-12-04,Suspended,True,0,34.92276953180355
CUST_000035,SVC_00000074,PLAN_010,Business Internet,Internet,129.99,2025-05-02,Active,False,24,0.0
CUST_000035,SVC_00000075,PLAN_007,Basic TV,TV,39.99,2024-07-09,Active,True,24,105.47777095737223
CUST_000036,SVC_00000076,PLAN_002,Premium Mobile,Mobile,55.99,2024-08-29,Cancelled,True,0,0.0
CUST_000037,SVC_00000077,PLAN_002,Premium Mobile,Mobile,55.99,2024-11-04,Active,False,24,88.03700167834623
CUST_000038,SVC_00000078,PLAN_009,Business Mobile,Mobile,45.99,2025-05-03,Active,False,12,0.0
CUST_000038,SVC_00000079,PLAN_003,Ultimate Mobile,Mobile,85.99,2022-12-04,Active,True,12,79.74896054898491
CUST_000039,SVC_00000080,PLAN_007,Basic TV,TV,39.99,2021-05-02,Active,True,24,0.0
CUST_000039,SVC_00000081,PLAN_005,Home Internet Pro,Internet,69.99,2025-04-08,Active,False,12,0.0
CUST_000040,SVC_00000082,PLAN_009,Business Mobile,Mobile,45.99,2024-03-18,Active,False,24,0.0
CUST_000040,SVC_00000083,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-02-05,Cancelled,True,12,0.0
CUST_000041,SVC_00000084,PLAN_005,Home Internet Pro,Internet,69.99,2023-05-19,Cancelled,False,0,0.0
CUST_000041,SVC_00000085,PLAN_003,Ultimate Mobile,Mobile,85.99,2023-10-11,Suspended,False,24,19.65535768172728
CUST_000042,SVC_00000086,PLAN_008,Premium TV,TV,79.99,2025-03-04,Active,True,0,0.0
CUST_000042,SVC_00000087,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-02-11,Active,False,0,0.0
CUST_000043,SVC_00000088,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-07-09,Active,True,12,19.539751895165836
CUST_000044,SVC_00000089,PLAN_005,Home Internet Pro,Internet,69.99,2022-03-25,Active,True,0,38.61590628928209
CUST_000045,SVC_00000090,PLAN_009,Business Mobile,Mobile,45.99,2023-11-03,Active,True,0,0.0
CUST_000046,SVC_00000091,PLAN_008,Premium TV,TV,79.99,2023-10-21,Active,True,24,0.0
CUST_000046,SVC_00000092,PLAN_010,Business Internet,Internet,129.99,2025-06-04,Suspended,True,12,0.0
CUST_000046,SVC_00000093,PLAN_007,Basic TV,TV,39.99,2025-03-29,Active,False,0,0.0
CUST_000047,SVC_00000094,PLAN_010,Business Internet,Internet,129.99,2024-02-06,Suspended,False,24,0.0
CUST_000047,SVC_00000095,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-08-04,Active,False,24,14.799412008058233
CUST_000048,SVC_00000096,PLAN_002,Premium Mobile,Mobile,55.99,2025-07-12,Active,False,12,162.56017277339822
CUST_000048,SVC_00000097,PLAN_010,Business Internet,Internet,129.99,2025-04-13,Active,True,24,0.0
CUST_000048,SVC_00000098,PLAN_008,Premium TV,TV,79.99,2025-05-02,Active,False,12,0.0
CUST_000049,SVC_00000099,PLAN_002,Premium Mobile,Mobile,55.99,2024-04-28,Active,False,12,0.0
CUST_000050,SVC_00000100,PLAN_009,Business Mobile,Mobile,45.99,2025-03-27,Active,False,12,14.082465427137247
CUST_000051,SVC_00000101,PLAN_005,Home Internet Pro,Internet,69.99,2022-01-29,Active,True,24,128.06705385575836
CUST_000051,SVC_00000102,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-05-20,Cancelled,False,24,65.96617386433114
CUST_000051,SVC_00000103,PLAN_009,Business Mobile,Mobile,45.99,2023-04-05,Active,True,0,0.0
CUST_000052,SVC_00000104,PLAN_008,Premium TV,TV,79.99,2023-08-20,Active,False,0,0.0
CUST_000052,SVC_00000105,PLAN_003,Ultimate Mobile,Mobile,85.99,2021-07-28,Active,True,12,0.0
CUST_000052,SVC_00000106,PLAN_002,Premium Mobile,Mobile,55.99,2021-05-27,Active,False,12,0.0
CUST_000053,SVC_00000107,PLAN_005,Home Internet Pro,Internet,69.99,2024-01-06,Active,False,24,199.40315925899725
CUST_000053,SVC_00000108,PLAN_008,Premium TV,TV,79.99,2024-02-02,Active,False,0,0.0
CUST_000053,SVC_00000109,PLAN_010,Business Internet,Internet,129.99,2023-02-26,Active,False,24,0.0
CUST_000053,SVC_00000110,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-04-25,Active,True,24,0.0
CUST_000054,SVC_00000111,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-02-10,Active,True,0,0.0
CUST_000055,SVC_00000112,PLAN_002,Premium Mobile,Mobile,55.99,2025-02-10,Suspended,False,0,7.139657725531934
CUST_000055,SVC_00000113,PLAN_007,Basic TV,TV,39.99,2023-06-05,Active,True,24,0.0
CUST_000056,SVC_00000114,PLAN_010,Business Internet,Internet,129.99,2025-04-09,Active,False,0,0.0
CUST_000056,SVC_00000115,PLAN_004,Home Internet Basic,Internet,49.99,2025-04-18,Active,True,12,0.0
CUST_000056,SVC_00000116,PLAN_009,Business Mobile,Mobile,45.99,2025-07-16,Active,True,24,161.42074116148044
CUST_000057,SVC_00000117,PLAN_002,Premium Mobile,Mobile,55.99,2025-03-11,Active,True,0,0.0
CUST_000057,SVC_00000118,PLAN_008,Premium TV,TV,79.99,2025-06-12,Suspended,True,0,130.76630535582154
CUST_000058,SVC_00000119,PLAN_002,Premium Mobile,Mobile,55.99,2025-05-23,Suspended,True,12,0.0
CUST_000058,SVC_00000120,PLAN_008,Premium TV,TV,79.99,2025-07-01,Active,True,0,61.4674669813204
CUST_000059,SVC_00000121,PLAN_007,Basic TV,TV,39.99,2024-01-13,Active,True,0,163.4940789734292
CUST_000059,SVC_00000122,PLAN_004,Home Internet Basic,Internet,49.99,2023-11-25,Active,True,12,0.0
CUST_000059,SVC_00000123,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-02-09,Active,False,24,136.81767668719144
CUST_000060,SVC_00000124,PLAN_010,Business Internet,Internet,129.99,2024-06-14,Active,True,12,0.0
CUST_000060,SVC_00000125,PLAN_009,Business Mobile,Mobile,45.99,2022-12-20,Active,True,24,83.03086484678215
CUST_000061,SVC_00000126,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-11-30,Active,False,12,0.0
CUST_000061,SVC_00000127,PLAN_003,Ultimate Mobile,Mobile,85.99,2023-10-29,Active,True,0,0.0
CUST_000062,SVC_00000128,PLAN_002,Premium Mobile,Mobile,55.99,2025-07-13,Active,False,12,35.88257122954273
CUST_000062,SVC_00000129,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-07-20,Active,False,24,0.0
CUST_000062,SVC_00000130,PLAN_010,Business Internet,Internet,129.99,2025-05-08,Active,False,0,28.6175722477223
CUST_000063,SVC_00000131,PLAN_008,Premium TV,TV,79.99,2024-12-29,Active,True,12,0.0
CUST_000064,SVC_00000132,PLAN_005,Home Internet Pro,Internet,69.99,2023-02-25,Active,False,0,0.0
CUST_000065,SVC_00000133,PLAN_008,Premium TV,TV,79.99,2024-02-29,Active,False,24,47.12780146584341
CUST_000065,SVC_00000134,PLAN_002,Premium Mobile,Mobile,55.99,2024-10-10,Active,True,0,0.0
CUST_000066,SVC_00000135,PLAN_003,Ultimate Mobile,Mobile,85.99,2023-11-19,Active,True,24,0.0
CUST_000066,SVC_00000136,PLAN_001,Basic Mobile,Mobile,35.99,2021-10-08,Active,False,12,159.32259432854863
CUST_000066,SVC_00000137,PLAN_002,Premium Mobile,Mobile,55.99,2023-12-22,Active,False,24,134.0285270253912
CUST_000067,SVC_00000138,PLAN_001,Basic Mobile,Mobile,35.99,2023-02-18,Active,False,12,0.0
CUST_000068,SVC_00000139,PLAN_009,Business Mobile,Mobile,45.99,2025-06-02,Active,False,12,10.491315908523413
CUST_000068,SVC_00000140,PLAN_005,Home Internet Pro,Internet,69.99,2024-09-17,Active,True,12,0.0
CUST_000069,SVC_00000141,PLAN_006,Home Internet Gigabit,Internet,99.99,2025-07-30,Suspended,False,0,0.0
CUST_000070,SVC_00000142,PLAN_010,Business Internet,Internet,129.99,2020-11-20,Active,False,12,0.0
CUST_000070,SVC_00000143,PLAN_004,Home Internet Basic,Internet,49.99,2022-07-20,Active,True,12,0.0
CUST_000071,SVC_00000144,PLAN_003,Ultimate Mobile,Mobile,85.99,2022-10-17,Active,True,12,0.0
CUST_000071,SVC_00000145,PLAN_005,Home Internet Pro,Internet,69.99,2024-04-04,Active,False,12,121.88671001045535
CUST_000071,SVC_00000146,PLAN_008,Premium TV,TV,79.99,2021-07-20,Active,False,12,0.0
CUST_000072,SVC_00000147,PLAN_010,Business Internet,Internet,129.99,2025-07-21,Active,False,12,0.0
CUST_000073,SVC_00000148,PLAN_006,Home Internet Gigabit,Internet,99.99,2022-08-25,Active,False,12,93.10685911562877
CUST_000074,SVC_00000149,PLAN_010,Business Internet,Internet,129.99,2025-02-01,Active,True,24,0.0
CUST_000074,SVC_00000150,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-03-09,Active,True,0,0.0
CUST_000075,SVC_00000151,PLAN_008,Premium TV,TV,79.99,2023-09-17,Active,False,12,0.0
CUST_000075,SVC_00000152,PLAN_005,Home Internet Pro,Internet,69.99,2023-10-08,Active,False,12,0.0
CUST_000075,SVC_00000153,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-09-15,Active,True,12,0.0
CUST_000076,SVC_00000154,PLAN_009,Business Mobile,Mobile,45.99,2025-07-09,Suspended,True,0,0.0
CUST_000076,SVC_00000155,PLAN_008,Premium TV,TV,79.99,2025-02-23,Active,True,12,0.0
CUST_000077,SVC_00000156,PLAN_002,Premium Mobile,Mobile,55.99,2025-03-29,Active,False,0,0.0
CUST_000077,SVC_00000157,PLAN_010,Business Internet,Internet,129.99,2025-06-15,Active,True,24,0.0
CUST_000077,SVC_00000158,PLAN_005,Home Internet Pro,Internet,69.99,2025-06-04,Active,True,0,0.0
CUST_000078,SVC_00000159,PLAN_009,Business Mobile,Mobile,45.99,2023-07-31,Active,False,12,0.0
CUST_000078,SVC_00000160,PLAN_008,Premium TV,TV,79.99,2021-12-05,Active,False,0,0.0
CUST_000078,SVC_00000161,PLAN_002,Premium Mobile,Mobile,55.99,2024-07-16,Active,True,24,0.0
CUST_000078,SVC_00000162,PLAN_006,Home Internet Gigabit,Internet,99.99,2023-01-10,Active,False,12,0.0
CUST_000079,SVC_00000163,PLAN_002,Premium Mobile,Mobile,55.99,2025-07-02,Active,True,0,178.6868880551318
CUST_000079,SVC_00000164,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-06-09,Active,True,24,0.0
CUST_000080,SVC_00000165,PLAN_008,Premium TV,TV,79.99,2025-03-04,Cancelled,True,0,176.1694495911817
CUST_000081,SVC_00000166,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-06-13,Active,False,12,73.11817178927788
CUST_000081,SVC_00000167,PLAN_010,Business Internet,Internet,129.99,2025-05-12,Active,False,24,111.75809160601146
CUST_000081,SVC_00000168,PLAN_005,Home Internet Pro,Internet,69.99,2025-06-05,Active,True,12,0.0
CUST_000082,SVC_00000169,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-02-08,Active,False,0,0.0
CUST_000083,SVC_00000170,PLAN_010,Business Internet,Internet,129.99,2023-02-05,Cancelled,True,0,0.0
CUST_000083,SVC_00000171,PLAN_008,Premium TV,TV,79.99,2023-08-27,Active,False,0,0.0
CUST_000084,SVC_00000172,PLAN_008,Premium TV,TV,79.99,2025-07-11,Active,False,24,0.0
CUST_000085,SVC_00000173,PLAN_009,Business Mobile,Mobile,45.99,2024-03-22,Active,False,24,0.0
CUST_000085,SVC_00000174,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-08-09,Active,True,12,0.0
CUST_000086,SVC_00000175,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-07-26,Active,True,24,0.0
CUST_000086,SVC_00000176,PLAN_006,Home Internet Gigabit,Internet,99.99,2025-05-04,Active,True,24,29.590808594716677
CUST_000087,SVC_00000177,PLAN_006,Home Internet Gigabit,Internet,99.99,2023-01-31,Active,True,24,0.0
CUST_000088,SVC_00000178,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-07-12,Cancelled,False,24,0.0
CUST_000088,SVC_00000179,PLAN_005,Home Internet Pro,Internet,69.99,2025-06-16,Active,True,24,4.407323705842625
CUST_000089,SVC_00000180,PLAN_010,Business Internet,Internet,129.99,2024-09-15,Active,False,24,0.0
CUST_000089,SVC_00000181,PLAN_006,Home Internet Gigabit,Internet,99.99,2025-02-02,Active,False,24,0.0
CUST_000089,SVC_00000182,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-07-03,Active,False,24,0.0
CUST_000090,SVC_00000183,PLAN_002,Premium Mobile,Mobile,55.99,2024-08-14,Active,True,24,74.38046331811555
CUST_000091,SVC_00000184,PLAN_009,Business Mobile,Mobile,45.99,2023-10-27,Active,True,24,191.2427710985587
CUST_000092,SVC_00000185,PLAN_001,Basic Mobile,Mobile,35.99,2024-05-02,Active,False,12,0.0
CUST_000092,SVC_00000186,PLAN_010,Business Internet,Internet,129.99,2021-05-19,Active,True,12,8.230291297693594
CUST_000093,SVC_00000187,PLAN_009,Business Mobile,Mobile,45.99,2021-03-30,Active,False,24,112.49744848479983
CUST_000093,SVC_00000188,PLAN_003,Ultimate Mobile,Mobile,85.99,2021-09-07,Active,False,24,89.68581935743478
CUST_000094,SVC_00000189,PLAN_009,Business Mobile,Mobile,45.99,2024-03-13,Active,True,12,0.0
CUST_000094,SVC_00000190,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-04-04,Active,True,24,0.0
CUST_000094,SVC_00000191,PLAN_010,Business Internet,Internet,129.99,2024-04-08,Active,False,0,0.0
CUST_000094,SVC_00000192,PLAN_002,Premium Mobile,Mobile,55.99,2024-03-30,Active,False,0,0.0
CUST_000095,SVC_00000193,PLAN_005,Home Internet Pro,Internet,69.99,2022-09-28,Active,False,24,0.0
CUST_000095,SVC_00000194,PLAN_010,Business Internet,Internet,129.99,2023-05-11,Active,True,12,0.0
CUST_000095,SVC_00000195,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-02-29,Active,True,24,0.0
CUST_000096,SVC_00000196,PLAN_010,Business Internet,Internet,129.99,2025-07-16,Active,False,12,0.0
CUST_000097,SVC_00000197,PLAN_006,Home Internet Gigabit,Internet,99.99,2025-05-28,Active,False,12,107.68245883204249
CUST_000098,SVC_00000198,PLAN_003,Ultimate Mobile,Mobile,85.99,2025-03-26,Active,True,0,0.0
CUST_000098,SVC_00000199,PLAN_009,Business Mobile,Mobile,45.99,2025-06-17,Active,True,0,0.0
CUST_000099,SVC_00000200,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-12-09,Suspended,False,24,0.0
CUST_000100,SVC_00000201,PLAN_002,Premium Mobile,Mobile,55.99,2022-06-17,Active,False,0,145.57067139119636
CUST_000101,SVC_00000202,PLAN_010,Business Internet,Internet,129.99,2024-05-09,Cancelled,False,24,145.60013409012655
CUST_000101,SVC_00000203,PLAN_005,Home Internet Pro,Internet,69.99,2021-12-24,Suspended,False,12,0.0
CUST_000102,SVC_00000204,PLAN_009,Business Mobile,Mobile,45.99,2025-07-14,Active,False,24,0.0
CUST_000102,SVC_00000205,PLAN_002,Premium Mobile,Mobile,55.99,2024-02-13,Active,False,12,0.0
CUST_000103,SVC_00000206,PLAN_002,Premium Mobile,Mobile,55.99,2024-10-12,Active,True,24,0.0
CUST_000103,SVC_00000207,PLAN_008,Premium TV,TV,79.99,2024-08-04,Active,True,0,0.0
CUST_000104,SVC_00000208,PLAN_002,Premium Mobile,Mobile,55.99,2024-01-18,Suspended,True,12,0.0
CUST_000104,SVC_00000209,PLAN_010,Business Internet,Internet,129.99,2023-07-18,Active,False,12,0.0
CUST_000105,SVC_00000210,PLAN_003,Ultimate Mobile,Mobile,85.99,2021-10-04,Active,False,0,0.0
CUST_000105,SVC_00000211,PLAN_009,Business Mobile,Mobile,45.99,2023-04-09,Active,True,12,191.20531922661544
CUST_000106,SVC_00000212,PLAN_002,Premium Mobile,Mobile,55.99,2024-10-05,Active,False,24,181.35863943076606
CUST_000106,SVC_00000213,PLAN_007,Basic TV,TV,39.99,2024-09-28,Active,True,12,0.0
CUST_000106,SVC_00000214,PLAN_008,Premium TV,TV,79.99,2023-12-01,Active,True,0,0.0
CUST_000107,SVC_00000215,PLAN_010,Business Internet,Internet,129.99,2023-12-27,Active,False,0,0.0
CUST_000107,SVC_00000216,PLAN_005,Home Internet Pro,Internet,69.99,2022-08-30,Cancelled,True,24,0.0
CUST_000108,SVC_00000217,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-01-30,Active,True,0,63.936222286587885
CUST_000108,SVC_00000218,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-11-24,Suspended,True,24,54.534070731943004
CUST_000109,SVC_00000219,PLAN_001,Basic Mobile,Mobile,35.99,2021-07-17,Suspended,False,12,105.92246597848313
CUST_000109,SVC_00000220,PLAN_002,Premium Mobile,Mobile,55.99,2022-05-27,Cancelled,True,0,18.901730475965863
CUST_000110,SVC_00000221,PLAN_005,Home Internet Pro,Internet,69.99,2024-09-16,Active,False,0,0.0
CUST_000110,SVC_00000222,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-07-20,Active,False,12,0.0
CUST_000110,SVC_00000223,PLAN_009,Business Mobile,Mobile,45.99,2022-11-09,Active,True,12,56.283552010378514
CUST_000111,SVC_00000224,PLAN_005,Home Internet Pro,Internet,69.99,2024-11-14,Active,True,12,100.67657861279471
CUST_000111,SVC_00000225,PLAN_009,Business Mobile,Mobile,45.99,2025-03-24,Active,True,24,0.0
CUST_000111,SVC_00000226,PLAN_006,Home Internet Gigabit,Internet,99.99,2025-02-24,Active,True,12,0.0
CUST_000112,SVC_00000227,PLAN_008,Premium TV,TV,79.99,2024-03-08,Active,False,0,0.0
CUST_000112,SVC_00000228,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-09-11,Cancelled,True,0,0.0
CUST_000113,SVC_00000229,PLAN_005,Home Internet Pro,Internet,69.99,2025-06-10,Active,True,0,45.314886134011026
CUST_000113,SVC_00000230,PLAN_003,Ultimate Mobile,Mobile,85.99,2024-08-05,Active,True,12,0.0
CUST_000113,SVC_00000231,PLAN_001,Basic Mobile,Mobile,35.99,2024-12-26,Active,True,12,96.85097896655503
CUST_000114,SVC_00000232,PLAN_003,Ultimate Mobile,Mobile,85.99,2022-06-11,Active,True,0,0.0
CUST_000114,SVC_00000233,PLAN_009,Business Mobile,Mobile,45.99,2024-06-09,Active,True,24,60.32916108904245
CUST_000115,SVC_00000234,PLAN_003,Ultimate Mobile,Mobile,85.99,2022-11-19,Active,True,0,180.23497343066995
CUST_000116,SVC_00000235,PLAN_010,Business Internet,Internet,129.99,2022-02-21,Active,True,12,0.0
CUST_000117,SVC_00000236,PLAN_009,Business Mobile,Mobile,45.99,2024-06-11,Cancelled,False,24,100.12688306093534
CUST_000117,SVC_00000237,PLAN_005,Home Internet Pro,Internet,69.99,2024-06-20,Active,True,0,0.0
CUST_000117,SVC_00000238,PLAN_006,Home Internet Gigabit,Internet,99.99,2024-09-30,Active,True,0,38.30950403848856
