customer_id,ticket_id,creation_date,issue_type,priority,status,resolution_time_hours,satisfaction_rating,channel,agent_id
CUST_000605,TKT_00000021,2025-01-14,Billing,Low,Closed,15.483647201382738,4,Email,AGT_027
CUST_000673,TKT_00000022,2022-08-26,Service Change,High,Closed,7.072138699407549,5,Email,AGT_036
CUST_000673,TKT_00000023,2023-10-24,Complaint,Low,Closed,47.66098097263038,3,Chat,AGT_043
CUST_000335,TKT_00000024,2024-10-08,Billing,Medium,Closed,18.35957437047275,5,In Store,AGT_041
CUST_000719,TKT_00000025,2024-12-28,Complaint,Medium,Closed,20.848372471235752,5,Email,AGT_011
CUST_000719,TKT_00000026,2024-02-14,Technical Support,Low,In Progress,62.421623106363256,4,Email,AGT_023
CUST_000667,TKT_00000027,2024-12-31,Sales Inquiry,Low,Closed,1.0868838741356244,3,In Store,AGT_005
CUST_000667,TKT_00000028,2025-03-23,Billing,Low,Closed,12.647423115395341,2,In Store,AGT_045
CUST_000518,TKT_00000029,2023-04-10,Service Change,High,Open,7.2456541820907505,4,Phone,AGT_045
CUST_000518,TKT_00000030,2025-01-25,Sales Inquiry,Medium,Closed,3.059139889536546,4,Phone,AGT_044
CUST_000518,TKT_00000031,2022-07-29,Complaint,Low,In Progress,43.48849805517825,2,In Store,AGT_037
CUST_000761,TKT_00000032,2024-02-14,Service Change,Low,Open,1.0792757568858777,4,In Store,AGT_045
CUST_000621,TKT_00000033,2025-02-16,Service Change,Low,Closed,1.6577905186141413,3,App,AGT_045
CUST_000229,TKT_00000034,2025-06-29,Billing,Low,Closed,15.966561746589425,3,In Store,AGT_027
CUST_000229,TKT_00000035,2025-07-17,Service Change,Medium,Closed,7.965765868395076,5,App,AGT_044
CUST_000229,TKT_00000036,2025-07-30,Billing,Low,Closed,19.999497277241943,4,In Store,AGT_021
CUST_000229,TKT_00000037,2025-05-29,Sales Inquiry,Low,Closed,1.2730670848151213,5,Chat,AGT_018
CUST_000825,TKT_00000038,2024-01-17,Complaint,Medium,Open,7.754600554746965,5,In Store,AGT_007
CUST_000825,TKT_00000039,2023-04-26,Billing,Low,Closed,2.835602668308579,5,Phone,AGT_028
CUST_000825,TKT_00000040,2024-05-03,Technical Support,High,Closed,45.26785450182445,1,Email,AGT_043
CUST_000245,TKT_00000041,2024-11-08,Technical Support,High,Closed,45.13522682107505,5,Phone,AGT_027
CUST_000235,TKT_00000042,2025-01-31,Complaint,Medium,Closed,14.81315442125411,3,Phone,AGT_039
CUST_000708,TKT_00000043,2025-03-06,Service Change,Medium,Closed,7.817185390930783,3,App,AGT_032
CUST_000284,TKT_00000044,2025-03-10,Sales Inquiry,Low,In Progress,3.406004312926464,1,Phone,AGT_033
CUST_000284,TKT_00000045,2025-04-29,Sales Inquiry,Medium,Closed,1.9119069006519767,5,Email,AGT_046
CUST_000284,TKT_00000046,2025-06-20,Technical Support,Low,Closed,38.04919877319466,5,Email,AGT_040
CUST_000401,TKT_00000047,2024-07-26,Service Change,Medium,Closed,1.6067970664792988,5,Email,AGT_020
CUST_000977,TKT_00000048,2023-08-27,Service Change,Medium,Closed,6.098333321829489,4,In Store,AGT_029
CUST_000977,TKT_00000049,2023-09-17,Sales Inquiry,Medium,Closed,3.7301228066910572,3,Phone,AGT_001
CUST_000729,TKT_00000050,2022-08-08,Technical Support,Low,Closed,25.11499683527207,4,App,AGT_011
CUST_000981,TKT_00000051,2025-07-27,Complaint,High,Closed,14.942385074071238,3,In Store,AGT_010
CUST_000111,TKT_00000052,2024-10-28,Technical Support,Medium,Closed,31.218837243539102,3,In Store,AGT_030
CUST_000768,TKT_00000053,2024-08-21,Complaint,High,Closed,25.218911539005916,3,Phone,AGT_018
CUST_000083,TKT_00000054,2022-08-27,Complaint,Low,Closed,34.96904816516238,3,Chat,AGT_044
CUST_000083,TKT_00000055,2022-12-03,Sales Inquiry,Critical,Closed,3.7742911209456613,4,Phone,AGT_031
CUST_000828,TKT_00000056,2024-10-27,Complaint,Low,In Progress,12.774099479127372,4,Email,AGT_034
CUST_000828,TKT_00000057,2024-08-03,Complaint,Medium,Closed,21.452263503030665,5,Phone,AGT_001
CUST_000282,TKT_00000058,2023-09-23,Billing,Low,In Progress,20.548447177237584,4,Chat,AGT_046
CUST_000594,TKT_00000059,2025-04-06,Complaint,Low,Closed,21.6263625886897,5,Email,AGT_009
CUST_000921,TKT_00000060,2025-01-06,Sales Inquiry,High,Open,3.020191345425643,5,In Store,AGT_041
CUST_000921,TKT_00000061,2024-09-12,Service Change,High,Closed,7.827268857103092,4,Phone,AGT_039
CUST_000824,TKT_00000062,2024-05-19,Sales Inquiry,Medium,Open,3.7603370025092713,5,Email,AGT_049
CUST_000556,TKT_00000063,2024-12-09,Sales Inquiry,Medium,Closed,2.500534392256695,5,In Store,AGT_002
CUST_000556,TKT_00000064,2024-09-13,Technical Support,Medium,Closed,32.79199267285735,5,In Store,AGT_004
CUST_000556,TKT_00000065,2025-03-12,Technical Support,Low,Closed,12.248044418549759,4,Email,AGT_029
CUST_000519,TKT_00000066,2022-06-29,Service Change,Low,Closed,3.4092023253164316,5,In Store,AGT_026
CUST_000519,TKT_00000067,2023-09-30,Complaint,Medium,Closed,25.358828019009223,4,App,AGT_024
CUST_000519,TKT_00000068,2023-05-09,Service Change,Low,Open,1.7146115600897056,2,Email,AGT_046
CUST_000784,TKT_00000069,2024-05-03,Complaint,Medium,Closed,37.54812290066435,5,Email,AGT_017
CUST_000135,TKT_00000070,2025-05-19,Service Change,Low,Closed,2.1604789737389014,5,App,AGT_017
CUST_000472,TKT_00000071,2023-08-22,Sales Inquiry,Low,Closed,0.9464558665168794,3,App,AGT_021
CUST_000445,TKT_00000072,2024-09-17,Technical Support,Low,Closed,17.48948406054148,5,App,AGT_025
CUST_000445,TKT_00000073,2023-12-29,Billing,Low,Closed,14.81042056016454,1,Phone,AGT_018
CUST_000287,TKT_00000074,2025-04-03,Technical Support,Medium,Closed,3.6850458322500783,5,In Store,AGT_004
CUST_000287,TKT_00000075,2025-01-12,Technical Support,Low,Open,63.170745183889814,5,Email,AGT_003
CUST_000406,TKT_00000076,2025-04-22,Technical Support,Medium,Closed,4.975685409961536,5,In Store,AGT_010
CUST_000018,TKT_00000077,2025-05-10,Sales Inquiry,High,Closed,1.0660239005663694,4,Chat,AGT_010
CUST_000018,TKT_00000078,2025-06-04,Sales Inquiry,Medium,Closed,2.473342654638933,4,App,AGT_038
CUST_000018,TKT_00000079,2025-03-16,Billing,Low,Closed,20.836727974285314,4,Phone,AGT_039
CUST_000900,TKT_00000080,2023-08-06,Sales Inquiry,High,Closed,2.16143396745261,1,Chat,AGT_042
CUST_000417,TKT_00000081,2025-05-06,Sales Inquiry,Medium,Closed,3.6225759366300956,4,Phone,AGT_019
CUST_000048,TKT_00000082,2025-05-08,Service Change,Low,Closed,7.505139737086476,3,In Store,AGT_041
CUST_000855,TKT_00000083,2025-06-24,Technical Support,Low,Closed,41.925228210488086,4,In Store,AGT_029
CUST_000597,TKT_00000084,2025-03-06,Billing,Medium,Open,9.52145007657218,4,Chat,AGT_022
CUST_000017,TKT_00000085,2023-10-15,Service Change,Low,Closed,7.368390314942194,4,In Store,AGT_021
CUST_000017,TKT_00000086,2025-02-20,Service Change,Low,Closed,5.118418780617114,4,Phone,AGT_039
CUST_000017,TKT_00000087,2022-12-23,Technical Support,Medium,Closed,15.366348597103872,4,Chat,AGT_049
CUST_000063,TKT_00000088,2025-02-25,Service Change,High,Closed,4.656959418962977,4,App,AGT_046
CUST_000063,TKT_00000089,2024-11-06,Sales Inquiry,High,Closed,2.0506134416265507,4,App,AGT_027
CUST_000161,TKT_00000090,2022-05-22,Billing,Low,Open,8.835350711089879,3,Chat,AGT_002
CUST_000168,TKT_00000091,2021-08-14,Billing,Critical,Closed,20.432950156246438,2,Phone,AGT_026
CUST_000168,TKT_00000092,2024-05-16,Billing,Low,Closed,9.112548561812874,5,App,AGT_030
CUST_000929,TKT_00000093,2024-09-07,Technical Support,Low,Closed,12.654685305597585,5,Chat,AGT_038
CUST_000929,TKT_00000094,2024-08-04,Complaint,Medium,Closed,25.297423575008867,4,In Store,AGT_048
CUST_000842,TKT_00000095,2025-06-19,Technical Support,High,Closed,39.08082029387884,5,In Store,AGT_035
CUST_000842,TKT_00000096,2025-02-09,Billing,High,Closed,22.795255236482944,5,Chat,AGT_003
CUST_000842,TKT_00000097,2024-07-04,Service Change,Low,Closed,6.024497801159307,5,Email,AGT_017
CUST_000299,TKT_00000098,2024-06-16,Complaint,Low,Closed,37.61270537919169,4,App,AGT_021
CUST_000299,TKT_00000099,2024-01-04,Technical Support,Medium,Closed,45.64193253380424,3,Email,AGT_006
CUST_000743,TKT_00000100,2024-11-30,Technical Support,High,Closed,27.80602916700923,1,Phone,AGT_007
CUST_000743,TKT_00000101,2025-06-26,Sales Inquiry,Medium,Open,1.614337112796999,3,In Store,AGT_042
CUST_000743,TKT_00000102,2024-08-31,Sales Inquiry,Medium,Closed,2.874350103760125,5,App,AGT_011
CUST_000697,TKT_00000103,2021-08-30,Complaint,Medium,Closed,44.87643756062,3,In Store,AGT_025
CUST_000697,TKT_00000104,2021-10-29,Sales Inquiry,Medium,Closed,3.6674385146213218,3,In Store,AGT_024
CUST_000386,TKT_00000105,2021-08-08,Sales Inquiry,Medium,Closed,3.188953890637981,5,In Store,AGT_021
CUST_000159,TKT_00000106,2024-02-19,Technical Support,High,Closed,60.114029439860644,5,Chat,AGT_049
CUST_000773,TKT_00000107,2023-11-11,Service Change,Low,Closed,5.182037471670902,2,App,AGT_007
CUST_000773,TKT_00000108,2021-09-10,Billing,Low,Closed,5.228357216729656,2,In Store,AGT_006
CUST_000197,TKT_00000109,2023-06-25,Complaint,Low,Closed,13.585283484766599,1,Phone,AGT_021
CUST_000459,TKT_00000110,2022-08-19,Complaint,High,In Progress,20.67268802668478,4,App,AGT_035
CUST_000798,TKT_00000111,2023-06-28,Complaint,Medium,Closed,4.715202525797501,5,Email,AGT_009
CUST_000798,TKT_00000112,2025-07-04,Billing,Low,Closed,19.423904476055082,2,Phone,AGT_024
CUST_000121,TKT_00000113,2024-05-07,Billing,Low,Closed,13.168669784148777,4,Email,AGT_042
CUST_000121,TKT_00000114,2022-02-14,Billing,Medium,Open,11.076464622781081,3,App,AGT_003
CUST_000121,TKT_00000115,2022-09-11,Service Change,Critical,Closed,4.949286783884665,2,Phone,AGT_039
CUST_000121,TKT_00000116,2022-11-05,Complaint,Low,Closed,38.47471516728129,4,Phone,AGT_019
CUST_000755,TKT_00000117,2024-12-20,Sales Inquiry,Medium,Closed,0.805854542711737,4,Phone,AGT_029
CUST_000052,TKT_00000118,2024-06-21,Complaint,Medium,Open,20.85201945264944,4,In Store,AGT_015
CUST_000610,TKT_00000119,2021-03-27,Billing,Medium,Closed,16.50107920686234,3,Phone,AGT_028
CUST_000610,TKT_00000120,2022-08-28,Complaint,Low,Closed,45.68223649793648,3,App,AGT_047
CUST_000610,TKT_00000121,2025-05-11,Service Change,Low,Closed,6.683821337616393,4,Chat,AGT_020
CUST_000610,TKT_00000122,2025-07-03,Technical Support,Medium,Closed,11.473647836628942,3,Email,AGT_035
CUST_000711,TKT_00000123,2025-03-18,Sales Inquiry,Medium,Closed,2.74331290595056,4,App,AGT_013
CUST_000432,TKT_00000124,2025-02-08,Sales Inquiry,Medium,Closed,0.825536725766955,5,App,AGT_044
CUST_000432,TKT_00000125,2024-07-31,Technical Support,Low,Closed,31.797169806932587,4,Email,AGT_038
CUST_000136,TKT_00000126,2022-05-12,Complaint,Medium,Closed,15.936258151187177,4,App,AGT_038
CUST_000462,TKT_00000127,2025-07-28,Service Change,High,Closed,4.820748582795123,3,Chat,AGT_011
CUST_000462,TKT_00000128,2025-06-23,Complaint,Low,Closed,9.01339652781299,2,Phone,AGT_014
CUST_000462,TKT_00000129,2025-06-18,Sales Inquiry,Medium,Open,1.9434246851815962,3,Chat,AGT_039
CUST_000898,TKT_00000130,2023-12-18,Sales Inquiry,Critical,Closed,3.8041686036364344,3,Email,AGT_029
CUST_000604,TKT_00000131,2025-01-22,Technical Support,Low,Closed,2.3695304218672324,3,Chat,AGT_033
CUST_000457,TKT_00000132,2024-03-23,Technical Support,Low,Open,40.899326168659975,1,Email,AGT_017
CUST_000457,TKT_00000133,2025-04-15,Service Change,Critical,Closed,6.666377501622377,4,Email,AGT_019
CUST_000457,TKT_00000134,2025-01-16,Sales Inquiry,Critical,Closed,2.6432105918927724,5,Email,AGT_021
CUST_000913,TKT_00000135,2025-07-30,Service Change,Medium,Closed,2.69779155597288,2,In Store,AGT_030
CUST_000034,TKT_00000136,2025-04-07,Technical Support,High,Open,8.665380120036263,5,In Store,AGT_046
CUST_000034,TKT_00000137,2024-04-14,Service Change,Medium,Closed,7.484113787879142,3,Phone,AGT_031
CUST_000034,TKT_00000138,2023-08-26,Billing,High,Closed,11.03056199652666,4,App,AGT_001
CUST_000374,TKT_00000139,2022-03-18,Sales Inquiry,Medium,Closed,2.0128699635966045,3,Email,AGT_026
CUST_000374,TKT_00000140,2024-05-01,Technical Support,High,Closed,49.059799746925805,4,Phone,AGT_043
CUST_000374,TKT_00000141,2022-03-16,Billing,High,In Progress,14.733610808729864,5,Phone,AGT_027
CUST_000374,TKT_00000142,2023-12-04,Billing,Low,Closed,3.929286318597672,4,Email,AGT_032
CUST_000391,TKT_00000143,2024-05-18,Billing,High,Closed,10.60320663063314,5,Phone,AGT_044
CUST_000391,TKT_00000144,2023-05-21,Complaint,Low,Closed,24.23388407064092,4,Chat,AGT_001
CUST_000391,TKT_00000145,2024-09-19,Technical Support,High,Closed,40.938196392347116,2,App,AGT_040
CUST_000989,TKT_00000146,2023-05-23,Complaint,High,Closed,27.905064266318856,5,App,AGT_039
CUST_000989,TKT_00000147,2025-07-15,Technical Support,High,Closed,54.73296010620328,5,App,AGT_030
CUST_000172,TKT_00000148,2021-08-03,Technical Support,Low,Closed,56.72706718441008,2,In Store,AGT_031
CUST_000939,TKT_00000149,2022-12-22,Service Change,Medium,Open,1.8928311205639434,3,App,AGT_015
CUST_000939,TKT_00000150,2024-08-03,Complaint,Low,Closed,38.72358263099579,5,Phone,AGT_039
CUST_000939,TKT_00000151,2024-02-01,Complaint,Medium,Closed,7.512491761421854,3,Email,AGT_048
CUST_000792,TKT_00000152,2024-09-30,Complaint,Medium,Closed,18.692086615556462,5,App,AGT_015
CUST_000792,TKT_00000153,2025-01-31,Billing,Low,Closed,2.734219709166922,5,Chat,AGT_010
CUST_000257,TKT_00000154,2021-12-30,Sales Inquiry,Medium,Closed,1.179786880975245,4,App,AGT_035
CUST_000835,TKT_00000155,2025-05-23,Service Change,High,Closed,1.077837499138711,4,Chat,AGT_025
CUST_000835,TKT_00000156,2025-05-29,Service Change,Low,Closed,1.038108408851564,4,Phone,AGT_035
CUST_000835,TKT_00000157,2025-05-21,Billing,Medium,Closed,17.053101247570645,3,Phone,AGT_039
CUST_000389,TKT_00000158,2024-12-14,Complaint,Medium,Closed,42.48089786758447,3,App,AGT_012
CUST_000389,TKT_00000159,2023-01-11,Complaint,Low,Closed,23.011432887392196,3,Email,AGT_035
CUST_000389,TKT_00000160,2022-04-07,Complaint,Critical,Closed,37.595369435967086,5,Phone,AGT_005
CUST_000446,TKT_00000161,2023-09-21,Billing,Low,Closed,12.08827629934819,2,Email,AGT_003
CUST_000692,TKT_00000162,2023-09-20,Sales Inquiry,Low,Closed,3.5680163619351166,3,In Store,AGT_028
CUST_000692,TKT_00000163,2022-03-01,Service Change,Low,Open,6.933398813948934,2,Chat,AGT_045
CUST_000692,TKT_00000164,2024-10-30,Service Change,Medium,Closed,2.2798349804388636,3,Phone,AGT_032
CUST_000692,TKT_00000165,2023-11-06,Service Change,High,Closed,6.928106716591241,3,App,AGT_036
CUST_000526,TKT_00000166,2025-05-28,Sales Inquiry,High,Closed,3.4564444584965046,3,Email,AGT_017
CUST_000526,TKT_00000167,2025-06-02,Technical Support,High,Open,53.89807661803061,4,Phone,AGT_017
CUST_000526,TKT_00000168,2025-03-05,Complaint,High,Closed,13.364736380365098,1,Phone,AGT_003
CUST_000286,TKT_00000169,2023-09-30,Service Change,Low,Closed,5.272601195331134,5,Phone,AGT_002
CUST_000286,TKT_00000170,2023-07-03,Service Change,Medium,In Progress,5.583313782043246,5,App,AGT_013
CUST_000753,TKT_00000171,2023-07-20,Billing,Low,Closed,2.581998649606006,4,Email,AGT_022
CUST_000199,TKT_00000172,2024-02-15,Technical Support,High,Closed,21.342581350726675,4,Chat,AGT_045
CUST_000199,TKT_00000173,2024-10-15,Complaint,Medium,Closed,45.83253682051451,3,Email,AGT_014
CUST_000760,TKT_00000174,2025-02-22,Complaint,Medium,Closed,28.422670366963253,2,Email,AGT_048
CUST_000492,TKT_00000175,2022-07-25,Complaint,Low,Closed,19.085071729612462,5,Phone,AGT_020
CUST_000492,TKT_00000176,2023-08-20,Complaint,Low,Closed,26.6008809847231,1,App,AGT_007
CUST_000869,TKT_00000177,2024-03-16,Sales Inquiry,High,Closed,3.670438888434147,4,Phone,AGT_047
CUST_000869,TKT_00000178,2023-10-23,Complaint,Medium,Closed,40.98268497759366,5,Phone,AGT_050
CUST_000869,TKT_00000179,2022-07-28,Sales Inquiry,Medium,Open,3.188553859487205,4,In Store,AGT_042
CUST_000110,TKT_00000180,2024-05-26,Service Change,Medium,Closed,1.1023730985271378,4,Email,AGT_010
CUST_000192,TKT_00000181,2025-07-26,Technical Support,Medium,In Progress,45.42925364825771,4,In Store,AGT_004
CUST_000192,TKT_00000182,2025-07-27,Service Change,High,Closed,3.826625929081862,3,App,AGT_025
CUST_000307,TKT_00000183,2025-07-02,Billing,Critical,Closed,11.031807470697798,1,App,AGT_049
CUST_000307,TKT_00000184,2024-03-22,Billing,Low,Closed,4.1967558774035965,4,Phone,AGT_044
CUST_000779,TKT_00000185,2025-03-25,Sales Inquiry,Low,Closed,1.1117272682179065,5,Phone,AGT_021
CUST_000779,TKT_00000186,2025-03-18,Billing,Medium,Closed,3.2199671295525034,5,Phone,AGT_035
CUST_000093,TKT_00000187,2023-03-10,Technical Support,Low,Closed,30.847989192776303,5,Chat,AGT_034
CUST_000986,TKT_00000188,2023-04-12,Technical Support,High,Open,38.53864375749636,5,Chat,AGT_019
CUST_000659,TKT_00000189,2025-04-19,Technical Support,High,Closed,4.306990698822908,5,Email,AGT_048
CUST_000994,TKT_00000190,2021-09-28,Service Change,Medium,Closed,2.7725953365266376,5,Chat,AGT_008
CUST_000416,TKT_00000191,2024-09-28,Technical Support,Low,In Progress,50.9735936534197,4,Email,AGT_007
CUST_000416,TKT_00000192,2024-12-01,Billing,Low,Closed,20.23135007966928,5,Chat,AGT_005
CUST_000139,TKT_00000193,2024-10-23,Billing,Critical,Closed,8.940546266204077,2,Phone,AGT_042
CUST_000139,TKT_00000194,2025-03-16,Service Change,High,Closed,0.6660983118780859,1,In Store,AGT_031
CUST_000139,TKT_00000195,2023-05-28,Sales Inquiry,Low,Closed,0.6354410579844023,3,Email,AGT_035
CUST_000866,TKT_00000196,2024-02-08,Technical Support,High,Closed,15.49183258696776,5,In Store,AGT_023
CUST_000475,TKT_00000197,2024-02-01,Service Change,High,Closed,2.505078443050077,4,In Store,AGT_027
CUST_000475,TKT_00000198,2024-10-08,Billing,Medium,Closed,20.353901711920702,3,Phone,AGT_016
CUST_000559,TKT_00000199,2023-10-23,Complaint,High,Closed,43.967796982501945,5,In Store,AGT_042
CUST_000573,TKT_00000200,2025-06-26,Technical Support,Medium,Closed,55.91769057839697,1,Phone,AGT_016
CUST_000573,TKT_00000201,2025-03-01,Billing,Low,Closed,20.84228610335846,4,Email,AGT_033
CUST_000573,TKT_00000202,2025-06-06,Complaint,Low,Closed,24.1524100164288,4,Email,AGT_034
CUST_000976,TKT_00000203,2024-09-27,Complaint,Medium,Closed,10.990382085314437,4,Chat,AGT_010
CUST_000976,TKT_00000204,2024-01-26,Technical Support,Critical,In Progress,62.331377822291905,1,In Store,AGT_031
CUST_000322,TKT_00000205,2025-04-06,Billing,Low,Open,16.86634985679406,5,Phone,AGT_026
CUST_000081,TKT_00000206,2025-03-22,Service Change,Medium,In Progress,7.235548564228699,1,Email,AGT_044
CUST_000366,TKT_00000207,2023-05-06,Sales Inquiry,Medium,Closed,2.3789425387160144,2,Chat,AGT_009
CUST_000912,TKT_00000208,2024-10-23,Sales Inquiry,Low,Closed,3.673345724865732,4,Email,AGT_016
CUST_000911,TKT_00000209,2025-05-30,Technical Support,High,Closed,57.40459216679766,4,App,AGT_005
CUST_000911,TKT_00000210,2025-01-05,Sales Inquiry,Medium,Closed,1.4801011007322995,3,Phone,AGT_013
CUST_000723,TKT_00000211,2024-08-28,Billing,Low,Closed,14.966916985259164,3,App,AGT_016
CUST_000068,TKT_00000212,2024-12-14,Technical Support,High,Closed,50.83894214503449,2,Email,AGT_008
CUST_000068,TKT_00000213,2024-04-30,Billing,High,Closed,7.6904341084317185,5,App,AGT_016
CUST_000068,TKT_00000214,2025-04-03,Billing,Low,Closed,13.948720731142346,4,Chat,AGT_046
CUST_000477,TKT_00000215,2022-11-13,Sales Inquiry,Medium,Closed,2.593637960183989,3,Email,AGT_004
CUST_000477,TKT_00000216,2024-10-10,Technical Support,High,Closed,30.047995215970477,5,Chat,AGT_005
CUST_000209,TKT_00000217,2022-12-30,Complaint,High,Closed,43.18596842289212,4,App,AGT_002
CUST_000326,TKT_00000218,2025-06-15,Service Change,Low,Closed,2.389444912395337,5,Phone,AGT_014
CUST_000108,TKT_00000219,2025-06-14,Complaint,Low,Closed,36.15350014079273,4,Chat,AGT_007
CUST_000674,TKT_00000220,2024-01-28,Technical Support,Critical,Closed,37.912359473495115,1,In Store,AGT_023
CUST_000674,TKT_00000221,2024-02-12,Sales Inquiry,Medium,Closed,2.026487238182125,3,Phone,AGT_006
CUST_000674,TKT_00000222,2025-05-18,Complaint,Medium,Closed,37.626895539042025,5,Chat,AGT_042
CUST_000674,TKT_00000223,2023-09-25,Service Change,Low,Open,2.571294255187981,3,App,AGT_025
CUST_000974,TKT_00000224,2024-01-10,Billing,Critical,Closed,21.948530682996033,3,Email,AGT_030
CUST_000974,TKT_00000225,2025-01-24,Billing,Low,Closed,16.211790663502207,2,Email,AGT_002
CUST_000974,TKT_00000226,2023-10-29,Sales Inquiry,High,Closed,2.383026003691461,5,Chat,AGT_010
CUST_000974,TKT_00000227,2023-03-19,Sales Inquiry,Medium,Open,0.742441900675558,2,Email,AGT_008
CUST_000096,TKT_00000228,2024-05-06,Technical Support,High,Closed,27.494400408952927,4,Chat,AGT_007
CUST_000999,TKT_00000229,2023-04-17,Billing,Medium,Closed,14.487196766756547,3,Chat,AGT_014
CUST_000926,TKT_00000230,2024-02-29,Complaint,Medium,Closed,41.350357984125345,3,Chat,AGT_036
CUST_000926,TKT_00000231,2024-03-09,Billing,Low,Closed,1.6809203593704192,3,App,AGT_046
CUST_000926,TKT_00000232,2025-05-27,Sales Inquiry,Medium,Closed,3.6271392326850247,5,Email,AGT_047
CUST_000926,TKT_00000233,2025-02-26,Billing,Low,Closed,1.3528534582164,4,Phone,AGT_026
CUST_000926,TKT_00000234,2024-11-03,Sales Inquiry,Critical,Closed,2.5399980468482988,3,Email,AGT_038
CUST_000530,TKT_00000235,2023-01-26,Complaint,High,Open,5.513359367872399,4,Phone,AGT_017
CUST_000872,TKT_00000236,2024-01-16,Sales Inquiry,Medium,In Progress,3.266627050037862,5,App,AGT_036
CUST_000685,TKT_00000237,2024-01-26,Complaint,Low,Closed,12.989760172920885,4,App,AGT_031
CUST_000685,TKT_00000238,2025-05-03,Technical Support,Medium,Closed,6.5093866825177855,3,Chat,AGT_035
CUST_000940,TKT_00000239,2025-03-10,Service Change,Low,Closed,6.166697443688303,5,In Store,AGT_018
CUST_000570,TKT_00000240,2025-02-11,Service Change,Medium,Closed,5.806541673439662,4,App,AGT_038
CUST_000570,TKT_00000241,2025-04-22,Complaint,High,Closed,9.276640242481898,4,Phone,AGT_018
CUST_000357,TKT_00000242,2024-11-02,Service Change,Low,Closed,1.0965216578881047,3,App,AGT_006
CUST_000357,TKT_00000243,2024-10-26,Billing,High,Closed,11.66172407664048,4,In Store,AGT_013
CUST_000390,TKT_00000244,2025-07-30,Sales Inquiry,Low,Closed,1.5194981692370542,5,Email,AGT_034
CUST_000390,TKT_00000245,2025-07-11,Technical Support,High,Closed,28.996145425189106,4,Email,AGT_047
CUST_000390,TKT_00000246,2025-06-14,Service Change,Low,Closed,4.8882250541523256,4,Chat,AGT_014
CUST_000390,TKT_00000247,2025-06-09,Technical Support,Low,Open,66.02426221128086,2,App,AGT_048
CUST_000074,TKT_00000248,2025-07-12,Complaint,Medium,Open,35.9713852646309,5,Email,AGT_017
CUST_000525,TKT_00000249,2024-03-03,Service Change,Low,Open,5.25711291027503,3,Email,AGT_026
CUST_000525,TKT_00000250,2024-01-29,Sales Inquiry,Low,Closed,2.9652030938261036,4,App,AGT_022
CUST_000031,TKT_00000251,2022-01-14,Billing,Low,Closed,3.7841463992268243,4,Chat,AGT_036
CUST_000550,TKT_00000252,2024-05-03,Sales Inquiry,Medium,Closed,2.4280717264692937,5,Email,AGT_027
CUST_000140,TKT_00000253,2023-06-23,Technical Support,Low,Closed,7.296884388082662,5,Phone,AGT_031
CUST_000140,TKT_00000254,2023-05-06,Complaint,Low,Closed,25.564127150583804,4,App,AGT_030
CUST_000280,TKT_00000255,2022-09-18,Service Change,Medium,Closed,4.355977439465294,1,App,AGT_048
