customer_id,service_id,bill_date,due_date,amount_due,amount_paid,payment_date,payment_method,payment_status,late_fee
CUST_000001,SVC_00000003,2025-01-02 17:25:35.797469,2025-01-17 17:25:35.797469,114.19,114.19,2025-01-21 17:25:35.797469,Bank Transfer,Paid,0.0
CUST_000001,SVC_00000003,2024-12-03 17:25:35.797474,2024-12-18 17:25:35.797474,110.0,110.0,2024-12-16 17:25:35.797474,Check,Paid,0.0
CUST_000001,SVC_00000003,2024-11-03 17:25:35.797478,2024-11-18 17:25:35.797478,111.34,111.34,2024-11-21 17:25:35.797478,Check,Paid,0.0
CUST_000001,SVC_00000003,2024-10-04 17:25:35.797483,2024-10-19 17:25:35.797483,115.82,115.82,2024-10-14 17:25:35.797483,Auto Pay,Paid,0.0
CUST_000001,SVC_00000003,2024-09-04 17:25:35.797487,2024-09-19 17:25:35.797487,110.26,110.26,2024-09-15 17:25:35.797487,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000004,2025-07-31 17:25:35.797506,2025-08-15 17:25:35.797506,93.37,93.37,2025-08-10 17:25:35.797506,Auto Pay,Paid,0.0
CUST_000002,SVC_00000004,2025-07-01 17:25:35.797512,2025-07-16 17:25:35.797512,89.14,89.14,2025-07-19 17:25:35.797512,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000004,2025-06-01 17:25:35.797517,2025-06-16 17:25:35.797517,93.75,93.75,2025-06-13 17:25:35.797517,Credit Card,Paid,0.0
CUST_000002,SVC_00000004,2025-05-02 17:25:35.797522,2025-05-17 17:25:35.797522,94.17,94.17,2025-05-22 17:25:35.797522,Auto Pay,Paid,0.0
CUST_000002,SVC_00000004,2025-04-02 17:25:35.797526,2025-04-17 17:25:35.797526,93.93,93.93,2025-04-16 17:25:35.797526,Auto Pay,Paid,0.0
CUST_000002,SVC_00000004,2025-03-03 17:25:35.797531,2025-03-18 17:25:35.797531,91.26,91.26,2025-03-15 17:25:35.797531,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000004,2025-02-01 17:25:35.797536,2025-02-16 17:25:35.797536,89.65,89.65,2025-02-13 17:25:35.797536,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000004,2025-01-02 17:25:35.797540,2025-01-17 17:25:35.797540,94.1,94.1,2025-01-22 17:25:35.797540,Credit Card,Paid,0.0
CUST_000002,SVC_00000004,2024-12-03 17:25:35.797545,2024-12-18 17:25:35.797545,92.92,0.0,,Check,Unpaid,0.0
CUST_000002,SVC_00000004,2024-11-03 17:25:35.797549,2024-11-18 17:25:35.797549,91.75,91.75,2024-11-15 17:25:35.797549,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000004,2024-10-04 17:25:35.797553,2024-10-19 17:25:35.797553,89.46,89.46,2024-10-20 17:25:35.797553,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000004,2024-09-04 17:25:35.797559,2024-09-19 17:25:35.797559,93.32,0.0,,Bank Transfer,Unpaid,0.0
CUST_000002,SVC_00000005,2025-07-31 17:25:35.797610,2025-08-15 17:25:35.797610,122.68,122.68,2025-08-20 17:25:35.797610,Auto Pay,Paid,0.0
CUST_000002,SVC_00000005,2025-07-01 17:25:35.797617,2025-07-16 17:25:35.797617,100.06,100.06,2025-07-18 17:25:35.797617,Credit Card,Late,25.0
CUST_000002,SVC_00000005,2025-06-01 17:25:35.797622,2025-06-16 17:25:35.797622,96.5,96.5,2025-06-12 17:25:35.797622,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000005,2025-05-02 17:25:35.797626,2025-05-17 17:25:35.797626,94.91,94.91,2025-05-20 17:25:35.797626,Check,Paid,0.0
CUST_000002,SVC_00000005,2025-04-02 17:25:35.797661,2025-04-17 17:25:35.797661,99.5,99.5,2025-04-12 17:25:35.797661,Credit Card,Paid,0.0
CUST_000002,SVC_00000005,2025-03-03 17:25:35.797670,2025-03-18 17:25:35.797670,96.19,96.19,2025-03-13 17:25:35.797670,Check,Paid,0.0
CUST_000002,SVC_00000005,2025-02-01 17:25:35.797717,2025-02-16 17:25:35.797717,98.85,98.85,2025-02-18 17:25:35.797717,Check,Paid,0.0
CUST_000002,SVC_00000005,2025-01-02 17:25:35.797722,2025-01-17 17:25:35.797722,97.19,97.19,2025-01-19 17:25:35.797722,Credit Card,Paid,0.0
CUST_000002,SVC_00000005,2024-12-03 17:25:35.797727,2024-12-18 17:25:35.797727,97.04,97.04,2024-12-15 17:25:35.797727,Credit Card,Paid,0.0
CUST_000002,SVC_00000005,2024-11-03 17:25:35.797732,2024-11-18 17:25:35.797732,97.08,97.08,2024-11-14 17:25:35.797732,Credit Card,Paid,0.0
CUST_000002,SVC_00000005,2024-10-04 17:25:35.797736,2024-10-19 17:25:35.797736,98.27,98.27,2024-10-20 17:25:35.797736,Check,Paid,0.0
CUST_000002,SVC_00000005,2024-09-04 17:25:35.797741,2024-09-19 17:25:35.797741,94.97,94.97,2024-09-20 17:25:35.797741,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000006,2025-07-31 17:25:35.797765,2025-08-15 17:25:35.797765,66.01,66.01,2025-08-12 17:25:35.797765,Credit Card,Paid,0.0
CUST_000002,SVC_00000006,2025-07-01 17:25:35.797771,2025-07-16 17:25:35.797771,80.82,80.82,2025-07-17 17:25:35.797771,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000006,2025-06-01 17:25:35.797776,2025-06-16 17:25:35.797776,111.14,111.14,2025-06-13 17:25:35.797776,Credit Card,Paid,0.0
CUST_000002,SVC_00000006,2025-05-02 17:25:35.797781,2025-05-17 17:25:35.797781,81.44,81.44,2025-05-18 17:25:35.797781,Auto Pay,Paid,0.0
CUST_000002,SVC_00000006,2025-04-02 17:25:35.797785,2025-04-17 17:25:35.797785,65.25,65.25,2025-04-12 17:25:35.797785,Auto Pay,Paid,0.0
CUST_000002,SVC_00000006,2025-03-03 17:25:35.797790,2025-03-18 17:25:35.797790,63.76,63.76,2025-03-20 17:25:35.797790,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000006,2025-02-01 17:25:35.797795,2025-02-16 17:25:35.797795,62.95,62.95,2025-02-13 17:25:35.797795,Auto Pay,Paid,0.0
CUST_000002,SVC_00000006,2025-01-02 17:25:35.797800,2025-01-17 17:25:35.797800,66.38,66.38,2025-01-17 17:25:35.797800,Auto Pay,Paid,0.0
CUST_000002,SVC_00000006,2024-12-03 17:25:35.797806,2024-12-18 17:25:35.797806,66.36,66.36,2024-12-23 17:25:35.797806,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000006,2024-11-03 17:25:35.797811,2024-11-18 17:25:35.797811,68.11,68.11,2024-11-30 17:25:35.797811,Check,Late,25.0
CUST_000002,SVC_00000006,2024-10-04 17:25:35.797816,2024-10-19 17:25:35.797816,63.69,63.69,2024-10-20 17:25:35.797816,Check,Paid,0.0
CUST_000002,SVC_00000006,2024-09-04 17:25:35.797820,2024-09-19 17:25:35.797820,94.82,94.82,2024-09-23 17:25:35.797820,Check,Paid,0.0
CUST_000002,SVC_00000007,2025-07-31 17:25:35.797839,2025-08-15 17:25:35.797839,122.91,122.91,2025-08-11 17:25:35.797839,Check,Paid,0.0
CUST_000002,SVC_00000007,2025-07-01 17:25:35.797844,2025-07-16 17:25:35.797844,115.04,115.04,2025-07-17 17:25:35.797844,Check,Paid,0.0
CUST_000002,SVC_00000007,2025-06-01 17:25:35.797849,2025-06-16 17:25:35.797849,115.95,115.95,2025-06-15 17:25:35.797849,Auto Pay,Paid,0.0
CUST_000002,SVC_00000007,2025-05-02 17:25:35.797853,2025-05-17 17:25:35.797853,125.64,0.0,,Auto Pay,Unpaid,0.0
CUST_000002,SVC_00000007,2025-04-02 17:25:35.797857,2025-04-17 17:25:35.797857,112.36,112.36,2025-04-18 17:25:35.797857,Auto Pay,Paid,0.0
CUST_000002,SVC_00000007,2025-03-03 17:25:35.797863,2025-03-18 17:25:35.797863,112.39,112.39,2025-03-17 17:25:35.797863,Credit Card,Paid,0.0
CUST_000002,SVC_00000007,2025-02-01 17:25:35.797868,2025-02-16 17:25:35.797868,112.51,112.51,2025-02-23 17:25:35.797868,Credit Card,Late,25.0
CUST_000002,SVC_00000007,2025-01-02 17:25:35.797872,2025-01-17 17:25:35.797872,111.53,111.53,2025-01-15 17:25:35.797872,Check,Paid,0.0
CUST_000002,SVC_00000007,2024-12-03 17:25:35.797877,2024-12-18 17:25:35.797877,111.88,111.88,2024-12-22 17:25:35.797877,Auto Pay,Paid,0.0
CUST_000002,SVC_00000007,2024-11-03 17:25:35.797881,2024-11-18 17:25:35.797881,115.84,115.84,2024-11-20 17:25:35.797881,Auto Pay,Paid,0.0
CUST_000002,SVC_00000007,2024-10-04 17:25:35.797886,2024-10-19 17:25:35.797886,110.46,110.46,2024-10-19 17:25:35.797886,Bank Transfer,Paid,0.0
CUST_000002,SVC_00000007,2024-09-04 17:25:35.797890,2024-09-19 17:25:35.797890,113.41,113.41,2024-09-14 17:25:35.797890,Check,Paid,0.0
CUST_000003,SVC_00000008,2025-07-31 17:25:35.797907,2025-08-15 17:25:35.797907,44.43,44.43,2025-08-15 17:25:35.797907,Credit Card,Paid,0.0
CUST_000003,SVC_00000008,2025-07-01 17:25:35.797912,2025-07-16 17:25:35.797912,41.84,41.84,2025-07-14 17:25:35.797912,Auto Pay,Paid,0.0
CUST_000003,SVC_00000008,2025-06-01 17:25:35.797916,2025-06-16 17:25:35.797916,42.67,42.67,2025-06-26 17:25:35.797916,Check,Late,25.0
CUST_000003,SVC_00000008,2025-05-02 17:25:35.797921,2025-05-17 17:25:35.797921,46.37,46.37,2025-05-21 17:25:35.797921,Check,Paid,0.0
CUST_000003,SVC_00000008,2025-04-02 17:25:35.797925,2025-04-17 17:25:35.797925,44.54,44.54,2025-04-22 17:25:35.797925,Auto Pay,Paid,0.0
CUST_000003,SVC_00000008,2025-03-03 17:25:35.797930,2025-03-18 17:25:35.797930,42.36,42.36,2025-03-17 17:25:35.797930,Bank Transfer,Paid,0.0
CUST_000003,SVC_00000008,2025-02-01 17:25:35.797934,2025-02-16 17:25:35.797934,42.71,42.71,2025-02-15 17:25:35.797934,Credit Card,Paid,0.0
CUST_000003,SVC_00000008,2025-01-02 17:25:35.797939,2025-01-17 17:25:35.797939,43.24,43.24,2025-01-21 17:25:35.797939,Bank Transfer,Paid,0.0
CUST_000003,SVC_00000008,2024-12-03 17:25:35.797943,2024-12-18 17:25:35.797943,45.87,45.87,2024-12-22 17:25:35.797943,Auto Pay,Paid,0.0
CUST_000003,SVC_00000008,2024-11-03 17:25:35.797948,2024-11-18 17:25:35.797948,42.58,42.58,2024-11-19 17:25:35.797948,Check,Paid,0.0
CUST_000003,SVC_00000008,2024-10-04 17:25:35.797952,2024-10-19 17:25:35.797952,40.97,40.97,2024-10-22 17:25:35.797952,Bank Transfer,Paid,0.0
CUST_000003,SVC_00000008,2024-09-04 17:25:35.797957,2024-09-19 17:25:35.797957,64.87,64.87,2024-09-23 17:25:35.797957,Auto Pay,Paid,0.0
CUST_000004,SVC_00000009,2025-07-31 17:25:35.797973,2025-08-15 17:25:35.797973,56.01,56.01,2025-08-18 17:25:35.797973,Check,Paid,0.0
CUST_000004,SVC_00000009,2025-07-01 17:25:35.797978,2025-07-16 17:25:35.797978,52.27,0.0,,Auto Pay,Unpaid,0.0
CUST_000004,SVC_00000009,2025-06-01 17:25:35.797983,2025-06-16 17:25:35.797983,52.44,52.44,2025-06-18 17:25:35.797983,Credit Card,Paid,0.0
CUST_000004,SVC_00000009,2025-05-02 17:25:35.797987,2025-05-17 17:25:35.797987,54.54,54.54,2025-05-23 17:25:35.797987,Bank Transfer,Late,25.0
CUST_000004,SVC_00000009,2025-04-02 17:25:35.797992,2025-04-17 17:25:35.797992,53.39,53.39,2025-04-17 17:25:35.797992,Auto Pay,Paid,0.0
CUST_000004,SVC_00000009,2025-03-03 17:25:35.797996,2025-03-18 17:25:35.797996,97.58,97.58,2025-03-13 17:25:35.797996,Credit Card,Paid,0.0
CUST_000004,SVC_00000009,2025-02-01 17:25:35.798001,2025-02-16 17:25:35.798001,53.48,53.48,2025-02-17 17:25:35.798001,Credit Card,Paid,0.0
CUST_000004,SVC_00000009,2025-01-02 17:25:35.798005,2025-01-17 17:25:35.798005,52.56,52.56,2025-01-12 17:25:35.798005,Bank Transfer,Paid,0.0
CUST_000004,SVC_00000009,2024-12-03 17:25:35.798009,2024-12-18 17:25:35.798009,57.05,57.05,2024-12-14 17:25:35.798009,Bank Transfer,Paid,0.0
CUST_000004,SVC_00000009,2024-11-03 17:25:35.798014,2024-11-18 17:25:35.798014,56.07,56.07,2024-12-02 17:25:35.798014,Check,Late,25.0
CUST_000004,SVC_00000009,2024-10-04 17:25:35.798018,2024-10-19 17:25:35.798018,54.84,54.84,2024-10-23 17:25:35.798018,Check,Paid,0.0
CUST_000004,SVC_00000009,2024-09-04 17:25:35.798023,2024-09-19 17:25:35.798023,55.44,0.0,,Auto Pay,Unpaid,0.0
CUST_000005,SVC_00000010,2025-07-31 17:25:35.798037,2025-08-15 17:25:35.798037,133.64,133.64,2025-08-11 17:25:35.798037,Check,Paid,0.0
CUST_000005,SVC_00000010,2025-07-01 17:25:35.798043,2025-07-16 17:25:35.798043,99.1,99.1,2025-07-16 17:25:35.798043,Auto Pay,Paid,0.0
CUST_000005,SVC_00000010,2025-06-01 17:25:35.798048,2025-06-16 17:25:35.798048,116.11,116.11,2025-06-16 17:25:35.798048,Credit Card,Paid,0.0
CUST_000005,SVC_00000010,2025-05-02 17:25:35.798052,2025-05-17 17:25:35.798052,100.18,100.18,2025-05-18 17:25:35.798052,Bank Transfer,Paid,0.0
CUST_000005,SVC_00000010,2025-04-02 17:25:35.798057,2025-04-17 17:25:35.798057,100.47,100.47,2025-04-15 17:25:35.798057,Bank Transfer,Paid,0.0
CUST_000005,SVC_00000010,2025-03-03 17:25:35.798061,2025-03-18 17:25:35.798061,96.73,96.73,2025-03-16 17:25:35.798061,Credit Card,Paid,0.0
CUST_000005,SVC_00000010,2025-02-01 17:25:35.798066,2025-02-16 17:25:35.798066,94.98,94.98,2025-02-20 17:25:35.798066,Auto Pay,Paid,0.0
CUST_000005,SVC_00000010,2025-01-02 17:25:35.798070,2025-01-17 17:25:35.798070,97.9,97.9,2025-01-18 17:25:35.798070,Credit Card,Paid,0.0
CUST_000005,SVC_00000010,2024-12-03 17:25:35.798074,2024-12-18 17:25:35.798074,95.07,0.0,,Check,Unpaid,0.0
CUST_000005,SVC_00000010,2024-11-03 17:25:35.798078,2024-11-18 17:25:35.798078,99.13,99.13,2024-11-17 17:25:35.798078,Auto Pay,Paid,0.0
CUST_000005,SVC_00000010,2024-10-04 17:25:35.798083,2024-10-19 17:25:35.798083,99.39,99.39,2024-10-24 17:25:35.798083,Credit Card,Paid,0.0
CUST_000005,SVC_00000010,2024-09-04 17:25:35.798087,2024-09-19 17:25:35.798087,98.75,98.75,2024-09-18 17:25:35.798087,Credit Card,Paid,0.0
CUST_000006,SVC_00000011,2025-07-31 17:25:35.798102,2025-08-15 17:25:35.798102,65.26,65.26,2025-08-13 17:25:35.798102,Check,Paid,0.0
CUST_000006,SVC_00000011,2025-07-01 17:25:35.798107,2025-07-16 17:25:35.798107,62.82,62.82,2025-07-16 17:25:35.798107,Credit Card,Paid,0.0
CUST_000006,SVC_00000011,2025-06-01 17:25:35.798112,2025-06-16 17:25:35.798112,63.45,63.45,2025-06-15 17:25:35.798112,Auto Pay,Paid,0.0
CUST_000006,SVC_00000011,2025-05-02 17:25:35.798116,2025-05-17 17:25:35.798116,64.81,64.81,2025-05-14 17:25:35.798116,Bank Transfer,Paid,0.0
CUST_000006,SVC_00000011,2025-04-02 17:25:35.798121,2025-04-17 17:25:35.798121,63.68,63.68,2025-04-15 17:25:35.798121,Credit Card,Paid,0.0
CUST_000006,SVC_00000011,2025-03-03 17:25:35.798125,2025-03-18 17:25:35.798125,89.34,0.0,,Bank Transfer,Unpaid,0.0
CUST_000006,SVC_00000011,2025-02-01 17:25:35.798129,2025-02-16 17:25:35.798129,74.57,74.57,2025-02-17 17:25:35.798129,Auto Pay,Paid,0.0
CUST_000006,SVC_00000011,2025-01-02 17:25:35.798134,2025-01-17 17:25:35.798134,65.12,65.12,2025-01-18 17:25:35.798134,Auto Pay,Paid,0.0
CUST_000006,SVC_00000011,2024-12-03 17:25:35.798139,2024-12-18 17:25:35.798139,64.66,64.66,2024-12-19 17:25:35.798139,Bank Transfer,Paid,0.0
CUST_000006,SVC_00000011,2024-11-03 17:25:35.798144,2024-11-18 17:25:35.798144,67.12,67.12,2024-11-18 17:25:35.798144,Bank Transfer,Paid,0.0
CUST_000006,SVC_00000011,2024-10-04 17:25:35.798149,2024-10-19 17:25:35.798149,88.98,88.98,2024-10-14 17:25:35.798149,Credit Card,Paid,0.0
CUST_000006,SVC_00000011,2024-09-04 17:25:35.798153,2024-09-19 17:25:35.798153,68.12,68.12,2024-09-23 17:25:35.798153,Check,Paid,0.0
CUST_000006,SVC_00000012,2025-07-31 17:25:35.798168,2025-08-15 17:25:35.798168,114.89,114.89,2025-08-14 17:25:35.798168,Bank Transfer,Paid,0.0
CUST_000006,SVC_00000012,2025-07-01 17:25:35.798173,2025-07-16 17:25:35.798173,110.27,110.27,2025-07-20 17:25:35.798173,Credit Card,Paid,0.0
CUST_000006,SVC_00000012,2025-06-01 17:25:35.798178,2025-06-16 17:25:35.798178,110.53,0.0,,Bank Transfer,Unpaid,0.0
CUST_000006,SVC_00000012,2025-05-02 17:25:35.798182,2025-05-17 17:25:35.798182,111.75,111.75,2025-05-18 17:25:35.798182,Check,Paid,0.0
CUST_000006,SVC_00000012,2025-04-02 17:25:35.798187,2025-04-17 17:25:35.798187,113.95,113.95,2025-04-13 17:25:35.798187,Auto Pay,Paid,0.0
CUST_000006,SVC_00000012,2025-03-03 17:25:35.798192,2025-03-18 17:25:35.798192,113.84,113.84,2025-03-17 17:25:35.798192,Auto Pay,Paid,0.0
CUST_000006,SVC_00000012,2025-02-01 17:25:35.798196,2025-02-16 17:25:35.798196,110.62,110.62,2025-02-13 17:25:35.798196,Check,Paid,0.0
CUST_000006,SVC_00000012,2025-01-02 17:25:35.798201,2025-01-17 17:25:35.798201,110.29,110.29,2025-01-20 17:25:35.798201,Auto Pay,Paid,0.0
CUST_000006,SVC_00000012,2024-12-03 17:25:35.798205,2024-12-18 17:25:35.798205,110.91,110.91,2024-12-18 17:25:35.798205,Credit Card,Paid,0.0
CUST_000006,SVC_00000012,2024-11-03 17:25:35.798210,2024-11-18 17:25:35.798210,111.07,111.07,2024-11-22 17:25:35.798210,Check,Paid,0.0
CUST_000006,SVC_00000012,2024-10-04 17:25:35.798214,2024-10-19 17:25:35.798214,112.3,112.3,2024-10-18 17:25:35.798214,Bank Transfer,Paid,0.0
CUST_000006,SVC_00000012,2024-09-04 17:25:35.798219,2024-09-19 17:25:35.798219,115.67,115.67,2024-09-21 17:25:35.798219,Credit Card,Paid,0.0
CUST_000007,SVC_00000013,2025-07-31 17:25:35.798234,2025-08-15 17:25:35.798234,69.82,0.0,,Credit Card,Unpaid,0.0
CUST_000007,SVC_00000013,2025-07-01 17:25:35.798239,2025-07-16 17:25:35.798239,54.85,54.85,2025-07-16 17:25:35.798239,Auto Pay,Paid,0.0
CUST_000007,SVC_00000013,2025-06-01 17:25:35.798244,2025-06-16 17:25:35.798244,56.51,56.51,2025-06-12 17:25:35.798244,Auto Pay,Paid,0.0
CUST_000007,SVC_00000013,2025-05-02 17:25:35.798248,2025-05-17 17:25:35.798248,56.8,56.8,2025-05-12 17:25:35.798248,Bank Transfer,Paid,0.0
CUST_000007,SVC_00000013,2025-04-02 17:25:35.798253,2025-04-17 17:25:35.798253,55.26,55.26,2025-04-21 17:25:35.798253,Check,Paid,0.0
CUST_000007,SVC_00000013,2025-03-03 17:25:35.798257,2025-03-18 17:25:35.798257,55.84,55.84,2025-03-14 17:25:35.798257,Auto Pay,Paid,0.0
CUST_000007,SVC_00000013,2025-02-01 17:25:35.798262,2025-02-16 17:25:35.798262,52.28,52.28,2025-02-23 17:25:35.798262,Check,Late,25.0
CUST_000007,SVC_00000013,2025-01-02 17:25:35.798267,2025-01-17 17:25:35.798267,53.17,53.17,2025-01-12 17:25:35.798267,Check,Paid,0.0
CUST_000007,SVC_00000013,2024-12-03 17:25:35.798271,2024-12-18 17:25:35.798271,71.33,71.33,2024-12-23 17:25:35.798271,Check,Paid,0.0
CUST_000007,SVC_00000013,2024-11-03 17:25:35.798276,2024-11-18 17:25:35.798276,55.78,55.78,2024-11-25 17:25:35.798276,Bank Transfer,Late,25.0
CUST_000007,SVC_00000013,2024-10-04 17:25:35.798280,2024-10-19 17:25:35.798280,57.12,57.12,2024-10-22 17:25:35.798280,Bank Transfer,Paid,0.0
CUST_000007,SVC_00000013,2024-09-04 17:25:35.798285,2024-09-19 17:25:35.798285,52.88,52.88,2024-09-14 17:25:35.798285,Check,Paid,0.0
CUST_000007,SVC_00000014,2025-07-31 17:25:35.798300,2025-08-15 17:25:35.798300,113.0,113.0,2025-08-19 17:25:35.798300,Check,Paid,0.0
CUST_000007,SVC_00000014,2025-07-01 17:25:35.798306,2025-07-16 17:25:35.798306,110.06,110.06,2025-07-11 17:25:35.798306,Check,Paid,0.0
CUST_000007,SVC_00000014,2025-06-01 17:25:35.798310,2025-06-16 17:25:35.798310,113.67,113.67,2025-06-16 17:25:35.798310,Credit Card,Paid,0.0
CUST_000007,SVC_00000014,2025-05-02 17:25:35.798315,2025-05-17 17:25:35.798315,113.66,113.66,2025-05-22 17:25:35.798315,Auto Pay,Paid,0.0
CUST_000007,SVC_00000014,2025-04-02 17:25:35.798319,2025-04-17 17:25:35.798319,112.97,112.97,2025-04-24 17:25:35.798319,Auto Pay,Late,25.0
CUST_000007,SVC_00000014,2025-03-03 17:25:35.798323,2025-03-18 17:25:35.798323,113.8,113.8,2025-03-28 17:25:35.798323,Check,Late,25.0
CUST_000007,SVC_00000014,2025-02-01 17:25:35.798328,2025-02-16 17:25:35.798328,112.47,112.47,2025-02-18 17:25:35.798328,Auto Pay,Paid,0.0
CUST_000007,SVC_00000014,2025-01-02 17:25:35.798332,2025-01-17 17:25:35.798332,111.9,111.9,2025-01-27 17:25:35.798332,Bank Transfer,Late,25.0
CUST_000007,SVC_00000014,2024-12-03 17:25:35.798337,2024-12-18 17:25:35.798337,136.07,136.07,2024-12-15 17:25:35.798337,Bank Transfer,Paid,0.0
